order_item_id,order_id,product_id,quantity,unit_price,total_price
OI_2954,OR_2954,P_3764,10,80.13,801.3
OI_2955,OR_2955,P_7490,7,90.69,634.83
OI_2956,OR_2956,P_9804,5,84.53,422.65
OI_2957,OR_2957,P_5485,5,95.34,476.7
OI_2958,OR_2958,P_6902,1,83.8,83.8
OI_2959,OR_2959,P_8575,8,54.78,438.24
OI_2960,OR_2960,P_6077,6,80.96,485.76
OI_2961,OR_2961,P_7327,8,66.01,528.08
OI_2962,OR_2962,P_458,6,43.89,263.34
OI_2963,OR_2963,P_8229,7,24.17,169.19
OI_2964,OR_2964,P_127,5,94.98,474.9
OI_2965,OR_2965,P_1092,5,43.33,216.65
OI_2966,OR_2966,P_397,2,60.83,121.66
OI_2967,OR_2967,P_8921,1,57.12,57.12
OI_2968,OR_2968,P_5120,9,13.86,124.74
OI_2969,OR_2969,P_3846,9,79.38,714.42
OI_2970,OR_2970,P_3153,3,44.75,134.25
OI_2971,OR_2971,P_6677,7,16.6,116.2
OI_2972,OR_2972,P_189,10,45.24,452.4
OI_2973,OR_2973,P_3782,7,86.16,603.12
OI_2974,OR_2974,P_639,8,20.15,161.2
OI_2975,OR_2975,P_2763,4,37.47,149.88
OI_2976,OR_2976,P_6133,8,58.87,470.96
OI_2977,OR_2977,P_7863,3,50.38,151.14
OI_2978,OR_2978,P_8788,2,73.06,146.12
OI_2979,OR_2979,P_9415,6,77.43,464.58
OI_2980,OR_2980,P_2547,2,88.21,176.42
OI_2981,OR_2981,P_3978,8,53.61,428.88
OI_2982,OR_2982,P_4559,2,74.66,149.32
OI_2983,OR_2983,P_1139,6,55.03,330.18
OI_2984,OR_2984,P_4239,10,37.32,373.2
OI_2985,OR_2985,P_5435,7,75.73,530.11
OI_2986,OR_2986,P_6173,2,51.48,102.96
OI_2987,OR_2987,P_5236,2,81.03,162.06
OI_2988,OR_2988,P_1325,8,18.3,146.4
OI_2989,OR_2989,P_6475,10,60.27,602.7
OI_2990,OR_2990,P_2211,3,41.25,123.75
OI_2991,OR_2991,P_8758,2,60.1,120.2
OI_2992,OR_2992,P_9364,9,31.88,286.92
OI_2993,OR_2993,P_2872,4,12.62,50.48
OI_2994,OR_2994,P_2748,7,94.59,662.13
OI_2995,OR_2995,P_9881,10,27.04,270.4
OI_2996,OR_2996,P_7663,2,37.78,75.56
OI_2997,OR_2997,P_2215,10,50.9,509.0
OI_2998,OR_2998,P_6121,10,65.86,658.6
OI_2999,OR_2999,P_9249,8,96.74,773.92
OI_3000,OR_3000,P_9527,10,41.88,418.8
OI_3001,OR_3001,P_5258,3,81.14,243.42
OI_3002,OR_3002,P_2942,1,20.23,20.23
OI_3003,OR_3003,P_4329,2,31.89,63.78
OI_3004,OR_3004,P_9084,4,25.43,101.72
OI_3005,OR_3005,P_3245,7,58.25,407.75
OI_3006,OR_3006,P_6896,8,41.2,329.6
OI_3007,OR_3007,P_1138,5,27.37,136.85
OI_3008,OR_3008,P_9724,6,72.21,433.26
OI_3009,OR_3009,P_7873,7,68.82,481.74
OI_3010,OR_3010,P_9119,4,47.5,190.0
OI_3011,OR_3011,P_4963,8,43.22,345.76
OI_3012,OR_3012,P_6206,9,77.02,693.18
OI_3013,OR_3013,P_216,6,49.0,294.0
OI_3014,OR_3014,P_697,8,79.76,638.08
OI_3015,OR_3015,P_9443,1,38.1,38.1
OI_3016,OR_3016,P_8008,3,69.53,208.59
OI_3017,OR_3017,P_6090,2,88.39,176.78
OI_3018,OR_3018,P_3554,10,21.22,212.2
OI_3019,OR_3019,P_2570,4,33.26,133.04
OI_3020,OR_3020,P_2417,9,46.15,415.35
OI_3021,OR_3021,P_3510,4,33.5,134.0
OI_3022,OR_3022,P_2619,4,43.16,172.64
OI_3023,OR_3023,P_4010,5,61.25,306.25
OI_3024,OR_3024,P_5788,3,10.96,32.88
OI_3025,OR_3025,P_9308,4,49.55,198.2
OI_3026,OR_3026,P_5827,3,99.47,298.41
OI_3027,OR_3027,P_1958,3,57.0,171.0
OI_3028,OR_3028,P_5266,2,59.69,119.38
OI_3029,OR_3029,P_7586,1,24.59,24.59
OI_3030,OR_3030,P_7820,8,50.54,404.32
OI_3031,OR_3031,P_2939,10,52.99,529.9
OI_3032,OR_3032,P_4588,4,78.37,313.48
OI_3033,OR_3033,P_4135,10,66.14,661.4
OI_3034,OR_3034,P_9762,9,56.64,509.76
OI_3035,OR_3035,P_1893,9,50.26,452.34
OI_3036,OR_3036,P_7721,8,81.29,650.32
OI_3037,OR_3037,P_557,7,22.83,159.81
OI_3038,OR_3038,P_6617,3,51.57,154.71
OI_3039,OR_3039,P_815,6,36.4,218.4
OI_3040,OR_3040,P_6461,7,36.71,256.97
OI_3041,OR_3041,P_886,9,92.24,830.16
OI_3042,OR_3042,P_6593,6,75.41,452.46
OI_3043,OR_3043,P_6277,1,80.32,80.32
OI_3044,OR_3044,P_1345,2,95.39,190.78
OI_3045,OR_3045,P_6251,2,38.52,77.04
OI_3046,OR_3046,P_2243,5,71.58,357.9
OI_3047,OR_3047,P_1394,8,16.04,128.32
OI_3048,OR_3048,P_3348,2,23.13,46.26
OI_3049,OR_3049,P_9921,1,33.9,33.9
OI_3050,OR_3050,P_6653,7,87.37,611.59
OI_3051,OR_3051,P_4960,10,17.35,173.5
OI_3052,OR_3052,P_224,4,26.25,105.0
OI_3053,OR_3053,P_1484,5,92.04,460.2
OI_3054,OR_3054,P_6678,9,53.63,482.67
OI_3055,OR_3055,P_3413,9,64.2,577.8
OI_3056,OR_3056,P_6177,3,34.87,104.61
OI_3057,OR_3057,P_6291,1,20.21,20.21
OI_3058,OR_3058,P_2467,6,60.43,362.58
OI_3059,OR_3059,P_7027,6,38.53,231.18
OI_3060,OR_3060,P_8349,1,19.17,19.17
OI_3061,OR_3061,P_5359,1,47.15,47.15
OI_3062,OR_3062,P_6996,8,22.71,181.68
OI_3063,OR_3063,P_6487,5,58.66,293.3
OI_3064,OR_3064,P_9038,6,26.47,158.82
OI_3065,OR_3065,P_2909,3,86.59,259.77
OI_3066,OR_3066,P_5765,2,80.46,160.92
OI_3067,OR_3067,P_6236,8,56.27,450.16
OI_3068,OR_3068,P_8495,9,86.67,780.03
OI_3069,OR_3069,P_6084,3,42.8,128.4
OI_3070,OR_3070,P_8876,2,13.46,26.92
OI_3071,OR_3071,P_6136,10,62.36,623.6
OI_3072,OR_3072,P_8078,9,41.07,369.63
OI_3073,OR_3073,P_6794,7,63.16,442.12
OI_3074,OR_3074,P_7314,5,92.38,461.9
OI_3075,OR_3075,P_1136,9,69.14,622.26
OI_3076,OR_3076,P_3338,8,90.65,725.2
OI_3077,OR_3077,P_1668,5,71.99,359.95
OI_3078,OR_3078,P_4851,4,55.48,221.92
OI_3079,OR_3079,P_1931,5,13.4,67.0
OI_3080,OR_3080,P_7128,9,90.66,815.94
OI_3081,OR_3081,P_6913,9,92.91,836.19
OI_3082,OR_3082,P_7246,7,66.59,466.13
OI_3083,OR_3083,P_7889,3,35.77,107.31
OI_3084,OR_3084,P_6903,10,58.36,583.6
OI_3085,OR_3085,P_7158,10,60.69,606.9
OI_3086,OR_3086,P_1062,10,85.98,859.8
OI_3087,OR_3087,P_8293,6,72.45,434.7
OI_3088,OR_3088,P_4848,6,16.92,101.52
OI_3089,OR_3089,P_5670,3,23.16,69.48
OI_3090,OR_3090,P_1060,9,67.33,605.97
OI_3091,OR_3091,P_5742,10,95.64,956.4
OI_3092,OR_3092,P_3479,10,73.04,730.4
OI_3093,OR_3093,P_1667,2,73.47,146.94
OI_3094,OR_3094,P_9161,9,75.44,678.96
OI_3095,OR_3095,P_3528,10,53.16,531.6
OI_3096,OR_3096,P_8516,6,36.86,221.16
OI_3097,OR_3097,P_712,3,70.95,212.85
OI_3098,OR_3098,P_7369,1,66.44,66.44
OI_3099,OR_3099,P_6757,8,66.66,533.28
OI_3100,OR_3100,P_2311,3,10.07,30.21
OI_3101,OR_3101,P_565,1,96.67,96.67
OI_3102,OR_3102,P_7493,4,26.18,104.72
OI_3103,OR_3103,P_6,4,70.7,282.8
OI_3104,OR_3104,P_8681,8,58.45,467.6
OI_3105,OR_3105,P_6396,3,95.59,286.77
OI_3106,OR_3106,P_712,2,65.08,130.16
OI_3107,OR_3107,P_1891,9,60.93,548.37
OI_3108,OR_3108,P_9512,5,56.94,284.7
OI_3109,OR_3109,P_8565,10,85.66,856.6
OI_3110,OR_3110,P_6529,6,84.31,505.86
OI_3111,OR_3111,P_523,8,33.63,269.04
OI_3112,OR_3112,P_6396,6,41.09,246.54
OI_3113,OR_3113,P_816,9,18.81,169.29
OI_3114,OR_3114,P_4808,7,45.18,316.26
OI_3115,OR_3115,P_1907,6,90.7,544.2
OI_3116,OR_3116,P_6100,1,28.16,28.16
OI_3117,OR_3117,P_130,8,16.89,135.12
OI_3118,OR_3118,P_7196,10,53.09,530.9
OI_3119,OR_3119,P_4816,7,75.17,526.19
OI_3120,OR_3120,P_5836,4,90.49,361.96
OI_3121,OR_3121,P_2000,5,92.29,461.45
OI_3122,OR_3122,P_6045,10,32.44,324.4
OI_3123,OR_3123,P_9678,5,81.68,408.4
OI_3124,OR_3124,P_3183,9,71.87,646.83
OI_3125,OR_3125,P_1606,7,93.51,654.57
OI_3126,OR_3126,P_236,4,41.7,166.8
OI_3127,OR_3127,P_2331,7,59.45,416.15
OI_3128,OR_3128,P_8606,3,14.47,43.41
OI_3129,OR_3129,P_5521,8,26.97,215.76
OI_3130,OR_3130,P_2223,4,96.96,387.84
OI_3131,OR_3131,P_6151,8,15.79,126.32
OI_3132,OR_3132,P_421,6,21.56,129.36
OI_3133,OR_3133,P_9189,1,84.67,84.67
OI_3134,OR_3134,P_6108,8,55.69,445.52
OI_3135,OR_3135,P_1299,1,35.13,35.13
OI_3136,OR_3136,P_902,8,35.86,286.88
OI_3137,OR_3137,P_712,5,99.5,497.5
OI_3138,OR_3138,P_3014,5,80.76,403.8
OI_3139,OR_3139,P_1805,1,44.22,44.22
OI_3140,OR_3140,P_5879,3,61.68,185.04
OI_3141,OR_3141,P_6700,8,82.1,656.8
OI_3142,OR_3142,P_1734,2,14.97,29.94
OI_3143,OR_3143,P_1873,6,37.57,225.42
OI_3144,OR_3144,P_411,1,41.97,41.97
OI_3145,OR_3145,P_5043,9,38.49,346.41
OI_3146,OR_3146,P_3120,9,48.2,433.8
OI_3147,OR_3147,P_7624,2,81.15,162.3
OI_3148,OR_3148,P_4919,6,40.03,240.18
OI_3149,OR_3149,P_6346,2,34.51,69.02
OI_3150,OR_3150,P_3916,3,89.92,269.76
OI_3151,OR_3151,P_9831,8,69.0,552.0
OI_3152,OR_3152,P_8521,5,71.74,358.7
OI_3153,OR_3153,P_9635,7,59.15,414.05
OI_3154,OR_3154,P_6686,1,21.79,21.79
OI_3155,OR_3155,P_9977,6,97.16,582.96
OI_3156,OR_3156,P_2601,2,84.41,168.82
OI_3157,OR_3157,P_8322,5,67.28,336.4
OI_3158,OR_3158,P_36,4,73.82,295.28
OI_3159,OR_3159,P_5907,7,48.35,338.45
OI_3160,OR_3160,P_4680,6,38.02,228.12
OI_3161,OR_3161,P_3292,7,19.26,134.82
OI_3162,OR_3162,P_6643,3,28.91,86.73
OI_3163,OR_3163,P_2871,8,85.12,680.96
OI_3164,OR_3164,P_4355,8,14.13,113.04
OI_3165,OR_3165,P_7032,9,30.2,271.8
OI_3166,OR_3166,P_2004,8,68.38,547.04
OI_3167,OR_3167,P_976,5,95.6,478.0
OI_3168,OR_3168,P_3747,8,25.37,202.96
OI_3169,OR_3169,P_5444,1,97.17,97.17
OI_3170,OR_3170,P_6957,2,24.39,48.78
OI_3171,OR_3171,P_1204,10,82.78,827.8
OI_3172,OR_3172,P_6693,8,39.57,316.56
OI_3173,OR_3173,P_7659,6,41.32,247.92
OI_3174,OR_3174,P_9959,1,51.52,51.52
OI_3175,OR_3175,P_4964,5,14.53,72.65
OI_3176,OR_3176,P_6560,9,55.75,501.75
OI_3177,OR_3177,P_8370,6,92.63,555.78
OI_3178,OR_3178,P_8896,6,68.56,411.36
OI_3179,OR_3179,P_5200,4,57.32,229.28
OI_3180,OR_3180,P_9492,7,34.84,243.88
OI_3181,OR_3181,P_8575,6,96.67,580.02
OI_3182,OR_3182,P_9615,7,90.8,635.6
OI_3183,OR_3183,P_7676,10,18.58,185.8
OI_3184,OR_3184,P_7939,1,93.06,93.06
OI_3185,OR_3185,P_520,1,43.9,43.9
OI_3186,OR_3186,P_9623,7,14.55,101.85
OI_3187,OR_3187,P_5638,10,16.79,167.9
OI_3188,OR_3188,P_3338,6,35.15,210.9
OI_3189,OR_3189,P_2123,9,23.69,213.21
OI_3190,OR_3190,P_1971,3,72.0,216.0
OI_3191,OR_3191,P_9623,5,96.57,482.85
OI_3192,OR_3192,P_8341,10,20.12,201.2
OI_3193,OR_3193,P_5350,8,55.15,441.2
OI_3194,OR_3194,P_5265,4,85.24,340.96
OI_3195,OR_3195,P_4712,9,43.48,391.32
OI_3196,OR_3196,P_6550,6,25.31,151.86
OI_3197,OR_3197,P_3282,2,51.36,102.72
OI_3198,OR_3198,P_9778,1,25.1,25.1
OI_3199,OR_3199,P_9970,8,67.47,539.76
OI_3200,OR_3200,P_3592,3,55.69,167.07
OI_3201,OR_3201,P_6525,3,46.59,139.77
OI_3202,OR_3202,P_6647,4,55.92,223.68
OI_3203,OR_3203,P_211,9,14.48,130.32
OI_3204,OR_3204,P_1068,5,73.31,366.55
OI_3205,OR_3205,P_6940,1,18.91,18.91
OI_3206,OR_3206,P_8233,7,72.73,509.11
OI_3207,OR_3207,P_4602,5,95.96,479.8
OI_3208,OR_3208,P_2139,3,73.78,221.34
OI_3209,OR_3209,P_7783,6,20.37,122.22
OI_3210,OR_3210,P_6054,4,99.31,397.24
OI_3211,OR_3211,P_5835,8,94.5,756.0
OI_3212,OR_3212,P_5826,3,91.47,274.41
OI_3213,OR_3213,P_1413,8,50.11,400.88
OI_3214,OR_3214,P_3148,2,71.29,142.58
OI_3215,OR_3215,P_4392,4,76.27,305.08
OI_3216,OR_3216,P_3450,5,39.2,196.0
OI_3217,OR_3217,P_9908,9,90.84,817.56
OI_3218,OR_3218,P_9235,4,10.97,43.88
OI_3219,OR_3219,P_4547,9,48.0,432.0
OI_3220,OR_3220,P_5583,3,95.25,285.75
OI_3221,OR_3221,P_1544,3,25.4,76.2
OI_3222,OR_3222,P_3459,6,18.53,111.18
OI_3223,OR_3223,P_560,8,97.99,783.92
OI_3224,OR_3224,P_1852,4,83.53,334.12
OI_3225,OR_3225,P_437,4,67.74,270.96
OI_3226,OR_3226,P_3654,5,94.04,470.2
OI_3227,OR_3227,P_4106,1,47.17,47.17
OI_3228,OR_3228,P_353,3,35.05,105.15
OI_3229,OR_3229,P_1006,5,39.99,199.95
OI_3230,OR_3230,P_1447,6,52.36,314.16
OI_3231,OR_3231,P_9007,4,53.33,213.32
OI_3232,OR_3232,P_3270,5,27.97,139.85
OI_3233,OR_3233,P_8703,9,35.53,319.77
OI_3234,OR_3234,P_9280,1,21.57,21.57
OI_3235,OR_3235,P_6490,4,18.47,73.88
OI_3236,OR_3236,P_9695,5,48.98,244.9
OI_3237,OR_3237,P_8996,5,98.88,494.4
OI_3238,OR_3238,P_9728,8,93.25,746.0
OI_3239,OR_3239,P_5790,4,50.19,200.76
OI_3240,OR_3240,P_5141,6,25.25,151.5
OI_3241,OR_3241,P_3996,8,20.13,161.04
OI_3242,OR_3242,P_6939,10,31.92,319.2
OI_3243,OR_3243,P_4537,2,18.8,37.6
OI_3244,OR_3244,P_788,3,51.4,154.2
OI_3245,OR_3245,P_9212,8,88.44,707.52
OI_3246,OR_3246,P_9294,9,46.58,419.22
OI_3247,OR_3247,P_6226,7,54.35,380.45
OI_3248,OR_3248,P_3769,10,82.64,826.4
OI_3249,OR_3249,P_592,9,24.84,223.56
OI_3250,OR_3250,P_3272,7,17.32,121.24
OI_3251,OR_3251,P_4972,7,80.81,565.67
OI_3252,OR_3252,P_4913,5,95.62,478.1
OI_3253,OR_3253,P_8099,6,68.39,410.34
OI_3254,OR_3254,P_6147,4,63.68,254.72
OI_3255,OR_3255,P_2166,2,70.9,141.8
OI_3256,OR_3256,P_4423,8,16.48,131.84
OI_3257,OR_3257,P_5800,7,68.59,480.13
OI_3258,OR_3258,P_5518,2,91.53,183.06
OI_3259,OR_3259,P_5586,4,24.13,96.52
OI_3260,OR_3260,P_8473,9,53.34,480.06
OI_3261,OR_3261,P_1493,8,87.26,698.08
OI_3262,OR_3262,P_5540,10,92.46,924.6
OI_3263,OR_3263,P_7598,4,96.37,385.48
OI_3264,OR_3264,P_2820,10,68.03,680.3
OI_3265,OR_3265,P_9457,4,56.13,224.52
OI_3266,OR_3266,P_8728,1,40.4,40.4
OI_3267,OR_3267,P_9441,10,13.78,137.8
OI_3268,OR_3268,P_7566,1,91.26,91.26
OI_3269,OR_3269,P_3478,2,73.05,146.1
OI_3270,OR_3270,P_66,6,49.02,294.12
OI_3271,OR_3271,P_6471,4,42.81,171.24
OI_3272,OR_3272,P_7983,7,41.05,287.35
OI_3273,OR_3273,P_3525,2,54.27,108.54
OI_3274,OR_3274,P_2152,10,89.66,896.6
OI_3275,OR_3275,P_6999,3,31.35,94.05
OI_3276,OR_3276,P_3464,7,94.95,664.65
OI_3277,OR_3277,P_9757,1,72.58,72.58
OI_3278,OR_3278,P_9367,8,25.72,205.76
OI_3279,OR_3279,P_1990,4,88.59,354.36
OI_3280,OR_3280,P_2104,3,51.36,154.08
OI_3281,OR_3281,P_3227,7,15.87,111.09
OI_3282,OR_3282,P_843,6,32.65,195.9
OI_3283,OR_3283,P_1055,5,87.57,437.85
OI_3284,OR_3284,P_6354,8,38.1,304.8
OI_3285,OR_3285,P_3755,9,75.85,682.65
OI_3286,OR_3286,P_6173,5,31.5,157.5
OI_3287,OR_3287,P_4364,8,23.53,188.24
OI_3288,OR_3288,P_5030,6,52.8,316.8
OI_3289,OR_3289,P_3114,6,52.77,316.62
OI_3290,OR_3290,P_4050,2,13.1,26.2
OI_3291,OR_3291,P_1009,4,59.5,238.0
OI_3292,OR_3292,P_1672,1,66.58,66.58
OI_3293,OR_3293,P_7805,5,41.51,207.55
OI_3294,OR_3294,P_1828,8,93.36,746.88
OI_3295,OR_3295,P_7059,10,47.13,471.3
OI_3296,OR_3296,P_9513,6,41.81,250.86
OI_3297,OR_3297,P_8683,9,19.31,173.79
OI_3298,OR_3298,P_398,7,13.25,92.75
OI_3299,OR_3299,P_4558,3,56.15,168.45
OI_3300,OR_3300,P_9553,9,51.88,466.92
OI_3301,OR_3301,P_4638,9,96.02,864.18
OI_3302,OR_3302,P_4080,6,24.93,149.58
OI_3303,OR_3303,P_7548,8,48.99,391.92
OI_3304,OR_3304,P_9366,2,45.9,91.8
OI_3305,OR_3305,P_5851,10,48.62,486.2
OI_3306,OR_3306,P_9969,3,51.21,153.63
OI_3307,OR_3307,P_5711,9,70.73,636.57
OI_3308,OR_3308,P_7797,5,61.72,308.6
OI_3309,OR_3309,P_5183,4,15.55,62.2
OI_3310,OR_3310,P_4081,10,52.92,529.2
OI_3311,OR_3311,P_5836,4,21.97,87.88
OI_3312,OR_3312,P_7727,5,66.35,331.75
OI_3313,OR_3313,P_7752,8,84.89,679.12
OI_3314,OR_3314,P_2206,1,39.76,39.76
OI_3315,OR_3315,P_4685,2,71.44,142.88
OI_3316,OR_3316,P_7364,9,17.75,159.75
OI_3317,OR_3317,P_1526,8,18.49,147.92
OI_3318,OR_3318,P_2780,9,55.42,498.78
OI_3319,OR_3319,P_2115,5,12.4,62.0
OI_3320,OR_3320,P_7704,7,59.91,419.37
OI_3321,OR_3321,P_3290,5,43.26,216.3
OI_3322,OR_3322,P_597,10,73.5,735.0
OI_3323,OR_3323,P_8247,6,39.37,236.22
OI_3324,OR_3324,P_7444,1,86.14,86.14
OI_3325,OR_3325,P_6485,1,60.6,60.6
OI_3326,OR_3326,P_994,5,16.61,83.05
OI_3327,OR_3327,P_7686,5,17.41,87.05
OI_3328,OR_3328,P_9729,7,11.94,83.58
OI_3329,OR_3329,P_5892,8,38.57,308.56
OI_3330,OR_3330,P_44,7,99.93,699.51
OI_3331,OR_3331,P_4124,1,45.54,45.54
OI_3332,OR_3332,P_4721,9,84.33,758.97
OI_3333,OR_3333,P_5862,2,32.1,64.2
OI_3334,OR_3334,P_4873,1,96.77,96.77
OI_3335,OR_3335,P_9393,4,75.25,301.0
OI_3336,OR_3336,P_6287,1,88.32,88.32
OI_3337,OR_3337,P_2081,9,56.6,509.4
OI_3338,OR_3338,P_6675,10,87.67,876.7
OI_3339,OR_3339,P_8756,3,74.04,222.12
OI_3340,OR_3340,P_4555,3,11.02,33.06
OI_3341,OR_3341,P_7837,10,89.0,890.0
OI_3342,OR_3342,P_6978,1,51.42,51.42
OI_3343,OR_3343,P_5342,5,47.23,236.15
OI_3344,OR_3344,P_3577,4,35.23,140.92
OI_3345,OR_3345,P_6584,9,39.09,351.81
OI_3346,OR_3346,P_1319,5,71.34,356.7
OI_3347,OR_3347,P_9211,5,99.77,498.85
OI_3348,OR_3348,P_220,5,53.45,267.25
OI_3349,OR_3349,P_6680,4,44.78,179.12
OI_3350,OR_3350,P_2878,5,10.55,52.75
OI_3351,OR_3351,P_9139,10,71.6,716.0
OI_3352,OR_3352,P_6352,4,81.74,326.96
OI_3353,OR_3353,P_3524,6,36.85,221.1
OI_3354,OR_3354,P_5562,3,17.19,51.57
OI_3355,OR_3355,P_8904,9,87.82,790.38
OI_3356,OR_3356,P_2893,10,50.63,506.3
OI_3357,OR_3357,P_4859,6,89.0,534.0
OI_3358,OR_3358,P_367,2,12.62,25.24
OI_3359,OR_3359,P_9933,4,91.03,364.12
OI_3360,OR_3360,P_6336,9,14.07,126.63
OI_3361,OR_3361,P_6355,9,83.77,753.93
OI_3362,OR_3362,P_5354,4,78.07,312.28
OI_3363,OR_3363,P_6788,2,92.09,184.18
OI_3364,OR_3364,P_7338,4,41.17,164.68
OI_3365,OR_3365,P_1558,4,69.04,276.16
OI_3366,OR_3366,P_1987,8,79.34,634.72
OI_3367,OR_3367,P_5103,4,63.74,254.96
OI_3368,OR_3368,P_8855,6,87.65,525.9
OI_3369,OR_3369,P_1545,3,82.95,248.85
OI_3370,OR_3370,P_720,2,63.27,126.54
OI_3371,OR_3371,P_9806,9,12.65,113.85
OI_3372,OR_3372,P_7893,1,42.46,42.46
OI_3373,OR_3373,P_7180,3,54.55,163.65
OI_3374,OR_3374,P_1032,10,10.61,106.1
OI_3375,OR_3375,P_7523,6,29.72,178.32
OI_3376,OR_3376,P_4422,7,52.86,370.02
OI_3377,OR_3377,P_1427,7,44.72,313.04
OI_3378,OR_3378,P_786,9,66.31,596.79
OI_3379,OR_3379,P_4768,2,12.57,25.14
OI_3380,OR_3380,P_3311,10,81.35,813.5
OI_3381,OR_3381,P_3873,5,14.46,72.3
OI_3382,OR_3382,P_2110,7,17.92,125.44
OI_3383,OR_3383,P_538,10,15.61,156.1
OI_3384,OR_3384,P_1494,6,89.29,535.74
OI_3385,OR_3385,P_6195,2,72.57,145.14
OI_3386,OR_3386,P_908,9,42.78,385.02
OI_3387,OR_3387,P_7006,3,77.47,232.41
OI_3388,OR_3388,P_9465,7,39.23,274.61
OI_3389,OR_3389,P_1876,8,80.37,642.96
OI_3390,OR_3390,P_3668,3,88.45,265.35
OI_3391,OR_3391,P_4890,3,30.04,90.12
OI_3392,OR_3392,P_3782,1,53.44,53.44
OI_3393,OR_3393,P_2002,9,52.95,476.55
OI_3394,OR_3394,P_8644,8,67.35,538.8
OI_3395,OR_3395,P_6143,7,85.47,598.29
OI_3396,OR_3396,P_9594,6,38.54,231.24
OI_3397,OR_3397,P_8736,7,47.33,331.31
OI_3398,OR_3398,P_3848,3,36.2,108.6
OI_3399,OR_3399,P_1972,3,67.36,202.08
OI_3400,OR_3400,P_8083,1,80.74,80.74
OI_3401,OR_3401,P_523,4,52.08,208.32
OI_3402,OR_3402,P_2638,7,62.61,438.27
OI_3403,OR_3403,P_6340,5,57.53,287.65
OI_3404,OR_3404,P_5016,2,48.93,97.86
OI_3405,OR_3405,P_2383,7,34.05,238.35
OI_3406,OR_3406,P_4052,5,21.87,109.35
OI_3407,OR_3407,P_598,2,39.39,78.78
OI_3408,OR_3408,P_5602,7,57.13,399.91
OI_3409,OR_3409,P_2264,2,76.05,152.1
OI_3410,OR_3410,P_4372,1,48.81,48.81
OI_3411,OR_3411,P_1529,2,92.81,185.62
OI_3412,OR_3412,P_7960,3,40.88,122.64
OI_3413,OR_3413,P_6343,9,66.98,602.82
OI_3414,OR_3414,P_5031,5,47.96,239.8
OI_3415,OR_3415,P_8441,9,61.19,550.71
OI_3416,OR_3416,P_3999,3,35.82,107.46
OI_3417,OR_3417,P_8260,9,38.99,350.91
OI_3418,OR_3418,P_5280,3,37.73,113.19
OI_3419,OR_3419,P_7309,5,23.4,117.0
OI_3420,OR_3420,P_882,6,69.32,415.92
OI_3421,OR_3421,P_9956,3,62.27,186.81
OI_3422,OR_3422,P_6402,10,67.79,677.9
OI_3423,OR_3423,P_8812,9,44.56,401.04
OI_3424,OR_3424,P_5151,5,37.3,186.5
OI_3425,OR_3425,P_3161,8,28.25,226.0
OI_3426,OR_3426,P_3069,1,11.24,11.24
OI_3427,OR_3427,P_4688,8,71.61,572.88
OI_3428,OR_3428,P_9596,8,27.99,223.92
OI_3429,OR_3429,P_6503,8,25.41,203.28
OI_3430,OR_3430,P_9303,7,73.43,514.01
OI_3431,OR_3431,P_5326,5,65.12,325.6
OI_3432,OR_3432,P_2173,8,65.38,523.04
OI_3433,OR_3433,P_5490,4,84.87,339.48
OI_3434,OR_3434,P_1239,5,31.76,158.8
OI_3435,OR_3435,P_943,5,33.97,169.85
OI_3436,OR_3436,P_3915,4,78.94,315.76
OI_3437,OR_3437,P_6108,2,93.54,187.08
OI_3438,OR_3438,P_4225,4,44.09,176.36
OI_3439,OR_3439,P_9333,1,32.97,32.97
OI_3440,OR_3440,P_1367,5,78.5,392.5
OI_3441,OR_3441,P_3283,6,32.21,193.26
OI_3442,OR_3442,P_3673,5,11.37,56.85
OI_3443,OR_3443,P_3573,6,62.24,373.44
OI_3444,OR_3444,P_4116,5,70.96,354.8
OI_3445,OR_3445,P_2236,1,42.62,42.62
OI_3446,OR_3446,P_3475,9,13.13,118.17
OI_3447,OR_3447,P_3003,9,13.14,118.26
OI_3448,OR_3448,P_9282,9,22.58,203.22
OI_3449,OR_3449,P_1374,7,37.14,259.98
OI_3450,OR_3450,P_9842,3,51.69,155.07
OI_3451,OR_3451,P_3164,4,50.79,203.16
OI_3452,OR_3452,P_555,1,50.64,50.64
OI_3453,OR_3453,P_1153,7,52.67,368.69
OI_3454,OR_3454,P_6910,6,47.16,282.96
OI_3455,OR_3455,P_583,6,72.38,434.28
OI_3456,OR_3456,P_6884,1,40.88,40.88
OI_3457,OR_3457,P_8085,6,91.47,548.82
OI_3458,OR_3458,P_3126,8,42.8,342.4
OI_3459,OR_3459,P_6025,8,28.79,230.32
OI_3460,OR_3460,P_9919,1,51.76,51.76
OI_3461,OR_3461,P_8793,1,86.29,86.29
OI_3462,OR_3462,P_2889,2,53.42,106.84
OI_3463,OR_3463,P_7648,8,49.45,395.6
OI_3464,OR_3464,P_1563,10,27.9,279.0
OI_3465,OR_3465,P_4126,5,61.16,305.8
OI_3466,OR_3466,P_7916,7,52.25,365.75
OI_3467,OR_3467,P_870,9,46.51,418.59
OI_3468,OR_3468,P_9223,9,97.92,881.28
OI_3469,OR_3469,P_4362,5,90.33,451.65
OI_3470,OR_3470,P_8880,5,45.84,229.2
OI_3471,OR_3471,P_3427,3,64.41,193.23
OI_3472,OR_3472,P_3008,2,80.28,160.56
