sales_id,order_id,item_name_id,quantity,unit_price,overall_price,size,category,components,item_name,employee_id
SI_2786,OR_2786,item_2886,221,481.97,106515.37,XXL,Category A,"Socket/Outlet plug, Main Switch, Switches, Ceiling Rose, Holders",attention,emp_1402
SI_2787,OR_2787,item_2887,381,469.54,178894.74,L,Category A,"Main Switch, Fan, LED Bulb, Socket/Outlet plug, Switches, Cables",scene,emp_104
SI_2788,OR_2788,item_2888,163,808.14,131726.82,XXL,Category C,Socket/Outlet plug,visit,emp_621
SI_2789,OR_2789,item_2889,143,572.65,81888.95,XXL,Category C,"LED Bulb, Fan, Main Switch, Ceiling Rose, Holders, Switches",own,emp_764
SI_2790,OR_2790,item_2890,815,489.97,399325.55,XL,Category C,"LED Bulb, Cables, Holders, Socket/Outlet plug, Switches, Ceiling Rose, Fan",explain,emp_633
SI_2791,OR_2791,item_2891,361,462.3,166890.3,M,Category B,"Fan, LED Bulb, Ceiling Rose, Switches, Cables, Main Switch, Socket/Outlet plug",reflect,emp_259
SI_2792,OR_2792,item_2892,507,513.78,260486.46,L,Category C,"Cables, Fan, Holders",collection,emp_1009
SI_2793,OR_2793,item_2893,558,86.92,48501.36,L,Category A,"Main Switch, LED Bulb",hear,emp_177
SI_2794,OR_2794,item_2894,579,171.42,99252.18,XL,Category B,Fan,note,emp_1039
SI_2795,OR_2795,item_2895,212,415.01,87982.12,S,Category C,"Holders, Ceiling Rose",reflect,emp_1248
SI_2796,OR_2796,item_2896,942,914.42,861383.64,L,Category C,Fan,window,emp_731
SI_2797,OR_2797,item_2897,611,768.95,469828.45,XXL,Category A,"LED Bulb, Switches, Main Switch",Republican,emp_1393
SI_2798,OR_2798,item_2898,519,548.77,284811.63,XXL,Category C,"Ceiling Rose, Cables, LED Bulb, Socket/Outlet plug, Switches, Fan, Holders",material,emp_1455
SI_2799,OR_2799,item_2899,159,405.08,64407.72,M,Category C,"Ceiling Rose, Switches, Main Switch, Fan",include,emp_950
SI_2800,OR_2800,item_2900,651,613.47,399368.97,L,Category B,"LED Bulb, Fan, Cables, Ceiling Rose, Holders",trip,emp_846
SI_2801,OR_2801,item_2901,265,499.07,132253.55,L,Category A,LED Bulb,dream,emp_1991
SI_2802,OR_2802,item_2902,256,317.5,81280.0,XL,Category A,"Main Switch, Socket/Outlet plug",maintain,emp_615
SI_2803,OR_2803,item_2903,142,780.0,110760.0,L,Category A,"LED Bulb, Fan, Holders",international,emp_2614
SI_2804,OR_2804,item_2904,389,318.59,123931.51,XL,Category A,"Holders, Fan, Main Switch, Socket/Outlet plug, LED Bulb",work,emp_2509
SI_2805,OR_2805,item_2905,980,85.23,83525.4,M,Category A,"Main Switch, Fan",face,emp_2586
SI_2806,OR_2806,item_2906,764,333.4,254717.6,L,Category C,"LED Bulb, Switches, Main Switch",magazine,emp_453
SI_2807,OR_2807,item_2907,493,358.75,176863.75,XL,Category C,"Holders, LED Bulb",important,emp_2482
SI_2808,OR_2808,item_2908,483,849.45,410284.35,L,Category B,"LED Bulb, Switches, Socket/Outlet plug, Ceiling Rose",late,emp_1915
SI_2809,OR_2809,item_2909,278,367.73,102228.94,XL,Category A,"Socket/Outlet plug, Cables, LED Bulb, Ceiling Rose, Fan, Main Switch",church,emp_1677
SI_2810,OR_2810,item_2910,117,463.0,54171.0,L,Category C,LED Bulb,easy,emp_152
SI_2811,OR_2811,item_2911,227,333.26,75650.02,XL,Category B,"Socket/Outlet plug, Holders, LED Bulb, Switches, Cables, Fan",several,emp_2060
SI_2812,OR_2812,item_2912,426,687.54,292892.04,XXL,Category A,"LED Bulb, Socket/Outlet plug, Cables, Main Switch, Fan, Holders, Switches",issue,emp_462
SI_2813,OR_2813,item_2913,752,246.71,185525.92,XL,Category A,"Cables, LED Bulb, Fan, Main Switch, Ceiling Rose, Switches",spend,emp_2590
SI_2814,OR_2814,item_2914,619,789.21,488520.99,XL,Category A,"Fan, Holders, LED Bulb",situation,emp_2237
SI_2815,OR_2815,item_2915,333,279.13,92950.29,XL,Category B,"Socket/Outlet plug, LED Bulb, Cables, Main Switch",news,emp_1145
SI_2816,OR_2816,item_2916,484,490.55,237426.2,M,Category A,"Main Switch, Ceiling Rose",sure,emp_2267
SI_2817,OR_2817,item_2917,965,132.58,127939.7,M,Category A,"Ceiling Rose, Socket/Outlet plug, Holders",choose,emp_2701
SI_2818,OR_2818,item_2918,937,209.66,196451.42,XL,Category B,"Socket/Outlet plug, LED Bulb",century,emp_2275
SI_2819,OR_2819,item_2919,803,715.35,574426.05,L,Category C,"Cables, Holders, Socket/Outlet plug, Ceiling Rose, LED Bulb",environmental,emp_2179
SI_2820,OR_2820,item_2920,708,610.32,432106.56,XXL,Category B,"Socket/Outlet plug, Ceiling Rose, Holders, Fan, Main Switch, Cables",strong,emp_1045
SI_2821,OR_2821,item_2921,932,425.83,396873.56,XL,Category C,"Socket/Outlet plug, LED Bulb, Switches, Holders, Fan, Main Switch",character,emp_1786
SI_2822,OR_2822,item_2922,127,347.46,44127.42,M,Category B,"LED Bulb, Main Switch, Fan, Holders, Switches",site,emp_507
SI_2823,OR_2823,item_2923,882,281.32,248124.24,XXL,Category C,"Switches, Ceiling Rose, LED Bulb",parent,emp_734
SI_2824,OR_2824,item_2924,144,952.64,137180.16,M,Category A,LED Bulb,section,emp_1673
SI_2825,OR_2825,item_2925,722,959.09,692462.98,XL,Category C,"Socket/Outlet plug, Ceiling Rose, Fan, Main Switch, Holders, LED Bulb, Cables, Switches",increase,emp_392
SI_2826,OR_2826,item_2926,749,157.32,117832.68,M,Category A,"Socket/Outlet plug, Cables, LED Bulb, Main Switch, Fan",discussion,emp_2387
SI_2827,OR_2827,item_2927,241,337.02,81221.82,L,Category B,"Cables, LED Bulb",way,emp_1191
SI_2828,OR_2828,item_2928,615,608.34,374129.1,S,Category C,"Ceiling Rose, Main Switch",attack,emp_953
SI_2829,OR_2829,item_2929,363,974.78,353845.14,XXL,Category B,"LED Bulb, Fan",the,emp_637
SI_2830,OR_2830,item_2930,253,650.44,164561.32,XXL,Category A,Main Switch,piece,emp_2473
SI_2831,OR_2831,item_2931,682,681.91,465062.62,M,Category A,"Ceiling Rose, LED Bulb, Holders",financial,emp_1148
SI_2832,OR_2832,item_2932,784,811.84,636482.56,L,Category B,"LED Bulb, Fan, Ceiling Rose, Cables, Main Switch, Switches",term,emp_1791
SI_2833,OR_2833,item_2933,978,512.28,501009.84,S,Category A,Switches,fight,emp_2206
SI_2834,OR_2834,item_2934,854,142.02,121285.08,S,Category C,"Socket/Outlet plug, Ceiling Rose, Cables, Holders",indeed,emp_723
SI_2835,OR_2835,item_2935,841,384.26,323162.66,S,Category B,"Holders, Fan",black,emp_2021
SI_2836,OR_2836,item_2936,412,180.47,74353.64,XXL,Category C,"Switches, Socket/Outlet plug, LED Bulb, Main Switch, Ceiling Rose, Cables, Fan",we,emp_1424
SI_2837,OR_2837,item_2937,580,20.79,12058.2,L,Category A,"Fan, LED Bulb, Socket/Outlet plug, Main Switch, Holders, Switches, Cables",doctor,emp_520
SI_2838,OR_2838,item_2938,438,17.43,7634.34,XXL,Category B,"Main Switch, Socket/Outlet plug, Switches, Holders",third,emp_1436
SI_2839,OR_2839,item_2939,131,897.05,117513.55,XL,Category A,"Cables, Holders, Main Switch",research,emp_2421
SI_2840,OR_2840,item_2940,962,682.45,656516.9,S,Category A,"LED Bulb, Cables, Socket/Outlet plug, Ceiling Rose, Holders, Main Switch, Fan, Switches",simple,emp_1154
SI_2841,OR_2841,item_2941,400,518.26,207304.0,XXL,Category B,"Holders, Fan, Switches, Main Switch, Socket/Outlet plug",early,emp_1943
SI_2842,OR_2842,item_2942,673,771.42,519165.66,XL,Category A,"Socket/Outlet plug, LED Bulb, Holders",page,emp_1492
SI_2843,OR_2843,item_2943,572,806.7,461432.4,XXL,Category C,"Ceiling Rose, Fan, LED Bulb, Switches, Cables, Socket/Outlet plug, Holders",hold,emp_405
SI_2844,OR_2844,item_2944,461,867.3,399825.3,M,Category B,"Cables, Switches, Fan, Holders, Main Switch, Socket/Outlet plug, Ceiling Rose",stay,emp_2381
SI_2845,OR_2845,item_2945,971,240.99,234001.29,XL,Category A,"Fan, Cables, Main Switch, Holders, Ceiling Rose, LED Bulb, Socket/Outlet plug",something,emp_1585
SI_2846,OR_2846,item_2946,520,957.62,497962.4,S,Category C,"Main Switch, LED Bulb, Fan, Ceiling Rose",health,emp_1110
SI_2847,OR_2847,item_2947,445,577.95,257187.75,L,Category C,"Holders, LED Bulb, Socket/Outlet plug, Main Switch, Fan, Ceiling Rose",some,emp_566
SI_2848,OR_2848,item_2948,937,239.25,224177.25,L,Category B,"Switches, Socket/Outlet plug, Cables, Fan, Main Switch, Ceiling Rose, Holders",southern,emp_1366
SI_2849,OR_2849,item_2949,982,146.09,143460.38,XL,Category B,"Ceiling Rose, Cables, Socket/Outlet plug, Fan, Switches",floor,emp_2123
SI_2850,OR_2850,item_2950,363,163.17,59230.71,S,Category A,"Socket/Outlet plug, Cables, Fan",respond,emp_809
SI_2851,OR_2851,item_2951,540,952.47,514333.8,XXL,Category B,"Fan, Main Switch",church,emp_1363
SI_2852,OR_2852,item_2952,959,714.73,685426.07,XL,Category B,"Cables, Holders, Ceiling Rose, Socket/Outlet plug, LED Bulb, Fan",everything,emp_1962
SI_2853,OR_2853,item_2953,685,517.08,354199.8,M,Category B,"Fan, Cables, Switches, Holders",keep,emp_296
SI_2854,OR_2854,item_2954,427,664.29,283651.83,XL,Category A,"Cables, Holders, Fan, Socket/Outlet plug, LED Bulb, Main Switch, Switches",street,emp_1829
SI_2855,OR_2855,item_2955,979,662.09,648186.11,XXL,Category B,"Fan, Ceiling Rose, LED Bulb, Cables, Switches, Socket/Outlet plug",short,emp_1095
SI_2856,OR_2856,item_2956,845,19.56,16528.2,XL,Category C,"Main Switch, Holders, Socket/Outlet plug, Switches",first,emp_2011
SI_2857,OR_2857,item_2957,798,710.65,567098.7,M,Category B,"Socket/Outlet plug, Switches, Holders",kitchen,emp_1343
SI_2858,OR_2858,item_2958,110,633.31,69664.1,M,Category A,"Socket/Outlet plug, Main Switch, Fan, Switches",spring,emp_2379
SI_2859,OR_2859,item_2959,400,293.25,117300.0,S,Category C,"Cables, Ceiling Rose, Switches, Fan",meeting,emp_823
SI_2860,OR_2860,item_2960,139,342.64,47626.96,L,Category A,"Main Switch, Ceiling Rose",nation,emp_2679
SI_2861,OR_2861,item_2961,229,38.28,8766.12,L,Category C,"Cables, LED Bulb",make,emp_2714
SI_2862,OR_2862,item_2962,724,298.68,216244.32,L,Category A,"Ceiling Rose, Cables, Holders, Main Switch, Fan",wind,emp_1190
SI_2863,OR_2863,item_2963,124,604.41,74946.84,S,Category B,"Switches, Cables, Holders, Main Switch, Socket/Outlet plug, Ceiling Rose, Fan, LED Bulb",her,emp_292
SI_2864,OR_2864,item_2964,149,708.03,105496.47,L,Category C,"Socket/Outlet plug, Cables",treatment,emp_2299
SI_2865,OR_2865,item_2965,182,989.2,180034.4,S,Category A,"Cables, Main Switch, LED Bulb, Holders, Socket/Outlet plug, Fan, Switches",talk,emp_1590
SI_2866,OR_2866,item_2966,180,358.91,64603.8,XL,Category A,"Cables, Switches, Ceiling Rose",from,emp_2329
SI_2867,OR_2867,item_2967,105,94.19,9889.95,XL,Category C,Socket/Outlet plug,where,emp_1567
SI_2868,OR_2868,item_2968,257,560.46,144038.22,XL,Category C,"Ceiling Rose, Switches, Main Switch, LED Bulb, Holders, Fan",then,emp_313
SI_2869,OR_2869,item_2969,858,184.66,158438.28,L,Category B,"Fan, LED Bulb, Holders, Ceiling Rose",your,emp_2395
SI_2870,OR_2870,item_2970,948,724.94,687243.12,XXL,Category C,"Main Switch, Fan",popular,emp_1614
SI_2871,OR_2871,item_2971,594,221.33,131470.02,XXL,Category B,"Fan, LED Bulb, Ceiling Rose, Cables, Holders",would,emp_376
SI_2872,OR_2872,item_2972,101,369.05,37274.05,S,Category C,"Switches, LED Bulb, Holders, Fan, Ceiling Rose, Main Switch",daughter,emp_944
SI_2873,OR_2873,item_2973,532,572.83,304745.56,L,Category B,"Holders, Socket/Outlet plug, Ceiling Rose",security,emp_801
SI_2874,OR_2874,item_2974,588,707.67,416109.96,S,Category C,"LED Bulb, Fan, Socket/Outlet plug, Holders, Ceiling Rose, Cables, Switches",reason,emp_2065
SI_2875,OR_2875,item_2975,308,459.87,141639.96,M,Category A,"Ceiling Rose, Main Switch, LED Bulb, Cables, Socket/Outlet plug, Fan, Switches, Holders",sign,emp_2338
SI_2876,OR_2876,item_2976,122,668.22,81522.84,XL,Category B,"Fan, Ceiling Rose, LED Bulb, Holders, Main Switch, Socket/Outlet plug, Switches",something,emp_393
SI_2877,OR_2877,item_2977,435,505.03,219688.05,L,Category B,"Main Switch, Holders, Switches, Socket/Outlet plug, Cables, Ceiling Rose, Fan, LED Bulb",now,emp_1241
SI_2878,OR_2878,item_2978,588,20.94,12312.72,XXL,Category B,"Main Switch, Switches",question,emp_585
SI_2879,OR_2879,item_2979,457,787.68,359969.76,S,Category B,"LED Bulb, Switches, Fan, Holders, Main Switch",coach,emp_2564
SI_2880,OR_2880,item_2980,750,244.11,183082.5,XXL,Category A,Switches,eat,emp_2321
SI_2881,OR_2881,item_2981,267,436.44,116529.48,S,Category B,"Ceiling Rose, Fan, Cables, LED Bulb, Main Switch, Switches, Socket/Outlet plug",offer,emp_1410
SI_2882,OR_2882,item_2982,595,552.56,328773.2,XXL,Category B,"Main Switch, LED Bulb",above,emp_1947
SI_2883,OR_2883,item_2983,544,837.29,455485.76,L,Category B,"Fan, Switches, Cables, Socket/Outlet plug, LED Bulb",chair,emp_1194
SI_2884,OR_2884,item_2984,264,563.94,148880.16,S,Category A,"Cables, Main Switch, Switches, Ceiling Rose, Holders",college,emp_1572
SI_2885,OR_2885,item_2985,371,365.03,135426.13,XXL,Category C,"Socket/Outlet plug, Fan, Main Switch, Ceiling Rose, Holders, Switches, Cables, LED Bulb",sort,emp_1190
SI_2886,OR_2886,item_2986,815,746.64,608511.6,L,Category B,"Switches, Cables, Main Switch",truth,emp_1626
SI_2887,OR_2887,item_2987,997,358.16,357085.52,M,Category C,"Fan, Holders, Socket/Outlet plug",require,emp_2697
SI_2888,OR_2888,item_2988,898,288.94,259468.12,XXL,Category A,"Holders, Switches, LED Bulb, Cables, Fan",have,emp_791
SI_2889,OR_2889,item_2989,709,868.12,615497.08,XL,Category B,"Fan, Socket/Outlet plug, Ceiling Rose, Switches, Holders",ground,emp_126
SI_2890,OR_2890,item_2990,761,282.87,215264.07,S,Category A,"Ceiling Rose, Fan, LED Bulb, Main Switch, Cables, Switches",develop,emp_1932
SI_2891,OR_2891,item_2991,908,399.76,362982.08,S,Category A,"Ceiling Rose, LED Bulb, Main Switch, Cables, Socket/Outlet plug",interest,emp_1665
SI_2892,OR_2892,item_2992,642,653.37,419463.54,L,Category C,"Switches, LED Bulb, Cables",PM,emp_806
SI_2893,OR_2893,item_2993,704,858.17,604151.68,L,Category A,"LED Bulb, Socket/Outlet plug",argue,emp_2460
SI_2894,OR_2894,item_2994,198,78.03,15449.94,S,Category C,"LED Bulb, Fan, Cables, Socket/Outlet plug, Main Switch",investment,emp_317
SI_2895,OR_2895,item_2995,933,638.56,595776.48,M,Category C,"Switches, Main Switch, Socket/Outlet plug, LED Bulb, Ceiling Rose, Fan",theory,emp_439
SI_2896,OR_2896,item_2996,165,200.73,33120.45,M,Category C,"Switches, Main Switch, Socket/Outlet plug, LED Bulb",company,emp_2592
SI_2897,OR_2897,item_2997,722,589.69,425756.18,XL,Category C,"Holders, Ceiling Rose, Fan, Main Switch, Switches, Socket/Outlet plug, LED Bulb, Cables",receive,emp_1990
SI_2898,OR_2898,item_2998,429,705.97,302861.13,L,Category A,"Ceiling Rose, Switches, Socket/Outlet plug, Fan, Holders",thus,emp_1765
SI_2899,OR_2899,item_2999,240,661.47,158752.8,L,Category A,"LED Bulb, Cables, Switches, Socket/Outlet plug, Holders, Ceiling Rose, Fan",care,emp_328
SI_2900,OR_2900,item_3000,176,62.8,11052.8,XL,Category C,"Switches, Fan, Holders, Socket/Outlet plug",close,emp_1872
SI_2901,OR_2901,item_3001,888,497.22,441531.36,L,Category B,"Ceiling Rose, LED Bulb, Socket/Outlet plug, Switches, Holders",catch,emp_1399
SI_2902,OR_2902,item_3002,262,247.03,64721.86,L,Category A,"Fan, Switches, Holders",next,emp_821
SI_2903,OR_2903,item_3003,992,438.26,434753.92,XXL,Category C,"Cables, Switches, Holders, Socket/Outlet plug",although,emp_601
SI_2904,OR_2904,item_3004,956,795.89,760870.84,XL,Category A,"Ceiling Rose, LED Bulb, Holders, Main Switch, Cables, Fan",garden,emp_1092
SI_2905,OR_2905,item_3005,416,810.68,337242.88,XXL,Category C,"Main Switch, Cables, Socket/Outlet plug, Ceiling Rose, Switches, Holders, Fan, LED Bulb",end,emp_560
SI_2906,OR_2906,item_3006,331,422.04,139695.24,M,Category A,"Switches, Holders, Fan, LED Bulb, Main Switch, Cables, Socket/Outlet plug",tough,emp_2011
SI_2907,OR_2907,item_3007,587,326.85,191860.95,S,Category A,"Holders, Cables, Main Switch, Switches",follow,emp_1409
SI_2908,OR_2908,item_3008,583,116.84,68117.72,XL,Category A,"Fan, Cables, LED Bulb, Socket/Outlet plug",minute,emp_944
SI_2909,OR_2909,item_3009,158,732.8,115782.4,M,Category A,"LED Bulb, Switches, Holders, Main Switch, Fan, Cables, Ceiling Rose, Socket/Outlet plug",especially,emp_581
SI_2910,OR_2910,item_3010,676,67.12,45373.12,S,Category C,"Cables, Holders, LED Bulb, Switches, Ceiling Rose, Socket/Outlet plug",but,emp_1009
SI_2911,OR_2911,item_3011,143,14.42,2062.06,S,Category B,"Switches, Fan, Ceiling Rose, Main Switch, LED Bulb, Holders",write,emp_535
SI_2912,OR_2912,item_3012,121,526.32,63684.72,L,Category B,"Fan, Main Switch, Switches, Cables, Socket/Outlet plug, LED Bulb, Ceiling Rose",when,emp_2611
SI_2913,OR_2913,item_3013,667,998.14,665759.38,XXL,Category C,"Fan, LED Bulb, Switches, Ceiling Rose",police,emp_171
SI_2914,OR_2914,item_3014,874,260.57,227738.18,XL,Category A,Ceiling Rose,activity,emp_259
SI_2915,OR_2915,item_3015,417,297.14,123907.38,XL,Category A,"Fan, Main Switch",majority,emp_1455
SI_2916,OR_2916,item_3016,143,224.03,32036.29,S,Category B,"LED Bulb, Main Switch, Socket/Outlet plug, Holders, Ceiling Rose, Switches",plant,emp_2594
SI_2917,OR_2917,item_3017,587,599.04,351636.48,M,Category B,"LED Bulb, Switches, Main Switch, Socket/Outlet plug, Holders, Ceiling Rose, Fan, Cables",back,emp_1672
SI_2918,OR_2918,item_3018,921,738.31,679983.51,XL,Category C,"LED Bulb, Switches, Fan, Socket/Outlet plug",oil,emp_1770
SI_2919,OR_2919,item_3019,762,642.48,489569.76,L,Category A,"LED Bulb, Switches, Fan, Cables, Holders, Socket/Outlet plug, Ceiling Rose",others,emp_2504
SI_2920,OR_2920,item_3020,967,535.62,517944.54,M,Category B,"Ceiling Rose, Holders",from,emp_2157
SI_2921,OR_2921,item_3021,266,259.91,69136.06,M,Category C,Fan,forget,emp_1855
SI_2922,OR_2922,item_3022,408,627.17,255885.36,XL,Category C,"Switches, Fan, Main Switch, Holders, Ceiling Rose",second,emp_1221
SI_2923,OR_2923,item_3023,678,893.57,605840.46,M,Category B,"Ceiling Rose, Fan, Switches",word,emp_1675
SI_2924,OR_2924,item_3024,481,107.0,51467.0,S,Category B,Cables,follow,emp_1696
SI_2925,OR_2925,item_3025,497,256.74,127599.78,M,Category B,"Cables, Holders",federal,emp_230
SI_2926,OR_2926,item_3026,485,887.8,430583.0,M,Category A,"Switches, Holders, Cables, Main Switch, Ceiling Rose",effect,emp_226
SI_2927,OR_2927,item_3027,529,14.55,7696.95,L,Category C,"Socket/Outlet plug, Cables, Fan, Holders",current,emp_958
SI_2928,OR_2928,item_3028,644,958.69,617396.36,XL,Category C,"Cables, Main Switch, Ceiling Rose, Socket/Outlet plug, Holders, LED Bulb",enough,emp_342
SI_2929,OR_2929,item_3029,157,480.17,75386.69,L,Category C,"Holders, Fan, LED Bulb, Socket/Outlet plug, Switches",actually,emp_293
SI_2930,OR_2930,item_3030,637,253.85,161702.45,XXL,Category C,"Ceiling Rose, Cables, Main Switch",every,emp_1014
SI_2931,OR_2931,item_3031,605,406.97,246216.85,S,Category B,"Main Switch, Socket/Outlet plug, LED Bulb",food,emp_279
SI_2932,OR_2932,item_3032,260,535.15,139139.0,L,Category B,"Ceiling Rose, LED Bulb, Switches, Holders, Fan, Socket/Outlet plug",in,emp_1950
SI_2933,OR_2933,item_3033,608,700.16,425697.28,S,Category A,"LED Bulb, Socket/Outlet plug, Fan",early,emp_1286
SI_2934,OR_2934,item_3034,708,677.34,479556.72,L,Category C,Socket/Outlet plug,career,emp_629
SI_2935,OR_2935,item_3035,992,179.67,178232.64,XXL,Category A,"LED Bulb, Fan, Holders, Switches, Ceiling Rose",church,emp_939
SI_2936,OR_2936,item_3036,819,44.88,36756.72,XL,Category B,"Socket/Outlet plug, Ceiling Rose, Cables, Holders",Democrat,emp_2186
SI_2937,OR_2937,item_3037,122,648.18,79077.96,S,Category C,Holders,light,emp_841
SI_2938,OR_2938,item_3038,765,119.05,91073.25,S,Category C,"Switches, Main Switch, Socket/Outlet plug, Ceiling Rose, Cables",form,emp_1247
SI_2939,OR_2939,item_3039,869,617.08,536242.52,XXL,Category B,"Switches, Cables, Holders",well,emp_296
SI_2940,OR_2940,item_3040,302,440.44,133012.88,S,Category A,"Holders, Ceiling Rose",work,emp_1526
SI_2941,OR_2941,item_3041,744,766.09,569970.96,XL,Category C,"Ceiling Rose, Socket/Outlet plug, Switches, Fan, Main Switch, Holders, Cables, LED Bulb",medical,emp_2543
SI_2942,OR_2942,item_3042,878,209.3,183765.4,M,Category A,Holders,professional,emp_1932
SI_2943,OR_2943,item_3043,169,309.16,52248.04,S,Category A,"Fan, Cables, Holders, Main Switch",side,emp_577
SI_2944,OR_2944,item_3044,400,996.9,398760.0,XXL,Category B,"Switches, Holders, LED Bulb, Cables, Socket/Outlet plug, Main Switch, Fan, Ceiling Rose",sense,emp_258
SI_2945,OR_2945,item_3045,841,678.04,570231.64,XL,Category C,"Main Switch, Switches, LED Bulb, Holders, Socket/Outlet plug, Ceiling Rose, Cables",standard,emp_527
SI_2946,OR_2946,item_3046,986,385.86,380457.96,XXL,Category C,"LED Bulb, Fan",growth,emp_1680
SI_2947,OR_2947,item_3047,698,729.57,509239.86,XXL,Category B,Fan,market,emp_117
SI_2948,OR_2948,item_3048,494,32.73,16168.62,S,Category B,"Fan, LED Bulb, Socket/Outlet plug, Ceiling Rose, Holders, Switches, Cables, Main Switch",theory,emp_736
SI_2949,OR_2949,item_3049,265,165.1,43751.5,S,Category C,"Ceiling Rose, Holders, LED Bulb, Main Switch, Switches, Socket/Outlet plug",our,emp_738
SI_2950,OR_2950,item_3050,427,879.19,375414.13,L,Category B,"Fan, Cables, Ceiling Rose, Main Switch, Switches, LED Bulb",tax,emp_2678
SI_2951,OR_2951,item_3051,332,131.68,43717.76,XL,Category B,LED Bulb,upon,emp_1290
SI_2952,OR_2952,item_3052,261,87.96,22957.56,S,Category B,"Fan, Ceiling Rose, Main Switch, Cables, Switches",response,emp_1456
SI_2953,OR_2953,item_3053,630,464.0,292320.0,XL,Category B,"Socket/Outlet plug, Fan",eight,emp_1661
SI_2954,OR_2954,item_3054,869,414.12,359870.28,S,Category C,"LED Bulb, Cables, Fan, Ceiling Rose, Main Switch, Holders, Socket/Outlet plug",your,emp_1074
SI_2955,OR_2955,item_3055,992,218.36,216613.12,L,Category B,"Ceiling Rose, Switches, Fan, Main Switch, Socket/Outlet plug, Holders, LED Bulb, Cables",at,emp_1724
SI_2956,OR_2956,item_3056,826,490.91,405491.66,XL,Category A,"Main Switch, Cables, Ceiling Rose",age,emp_1216
SI_2957,OR_2957,item_3057,713,882.32,629094.16,XL,Category B,"Holders, Fan",call,emp_2124
SI_2958,OR_2958,item_3058,859,454.52,390432.68,XL,Category C,Holders,check,emp_683
SI_2959,OR_2959,item_3059,322,938.72,302267.84,XXL,Category C,"Fan, Cables, Holders, Switches, Main Switch, LED Bulb",avoid,emp_1011
SI_2960,OR_2960,item_3060,211,472.68,99735.48,XL,Category A,"Switches, Cables, Fan, Holders, LED Bulb, Ceiling Rose, Socket/Outlet plug, Main Switch",memory,emp_756
SI_2961,OR_2961,item_3061,104,815.92,84855.68,S,Category C,"Ceiling Rose, LED Bulb, Switches, Holders, Cables, Fan, Socket/Outlet plug",start,emp_1624
SI_2962,OR_2962,item_3062,587,387.67,227562.29,XL,Category C,"LED Bulb, Main Switch, Ceiling Rose, Socket/Outlet plug, Switches, Holders, Cables",effect,emp_1619
SI_2963,OR_2963,item_3063,325,688.66,223814.5,XL,Category A,"Socket/Outlet plug, Cables",author,emp_2486
SI_2964,OR_2964,item_3064,554,181.01,100279.54,XL,Category A,"Ceiling Rose, LED Bulb, Holders",worker,emp_1686
SI_2965,OR_2965,item_3065,686,295.6,202781.6,XXL,Category C,"Cables, Switches, Main Switch, Holders, Socket/Outlet plug",out,emp_814
SI_2966,OR_2966,item_3066,371,46.8,17362.8,S,Category B,"Cables, Holders",unit,emp_2547
SI_2967,OR_2967,item_3067,294,817.53,240353.82,L,Category A,"LED Bulb, Ceiling Rose, Main Switch, Holders, Socket/Outlet plug, Cables, Fan, Switches",machine,emp_1818
SI_2968,OR_2968,item_3068,467,908.76,424390.92,S,Category C,"Cables, Switches, Main Switch, LED Bulb, Socket/Outlet plug",wife,emp_1808
SI_2969,OR_2969,item_3069,993,147.71,146676.03,L,Category A,"Ceiling Rose, Main Switch, Switches, LED Bulb, Cables",impact,emp_1945
SI_2970,OR_2970,item_3070,290,293.72,85178.8,XXL,Category A,"Cables, Ceiling Rose, Socket/Outlet plug, Holders, LED Bulb, Switches",job,emp_1312
SI_2971,OR_2971,item_3071,126,312.78,39410.28,M,Category A,"Holders, Socket/Outlet plug",seat,emp_1692
SI_2972,OR_2972,item_3072,796,464.72,369917.12,XXL,Category C,Fan,control,emp_414
SI_2973,OR_2973,item_3073,993,890.94,884703.42,M,Category C,"Socket/Outlet plug, Ceiling Rose, Holders",hundred,emp_1877
SI_2974,OR_2974,item_3074,642,608.6,390721.2,XL,Category B,"Switches, Fan",yes,emp_314
SI_2975,OR_2975,item_3075,749,561.27,420391.23,L,Category C,"Main Switch, Socket/Outlet plug, Ceiling Rose, Fan, Switches, LED Bulb, Cables",week,emp_2382
SI_2976,OR_2976,item_3076,543,565.03,306811.29,XL,Category C,"Cables, Switches, Holders, Socket/Outlet plug, LED Bulb, Ceiling Rose",central,emp_2421
SI_2977,OR_2977,item_3077,768,953.02,731919.36,L,Category C,"Main Switch, Fan, Switches, Ceiling Rose",value,emp_1195
SI_2978,OR_2978,item_3078,687,380.11,261135.57,XXL,Category C,"LED Bulb, Cables, Socket/Outlet plug, Fan",job,emp_1117
SI_2979,OR_2979,item_3079,589,295.29,173925.81,XXL,Category B,"Socket/Outlet plug, Holders, Ceiling Rose, Cables",training,emp_1620
SI_2980,OR_2980,item_3080,523,244.95,128108.85,L,Category A,"LED Bulb, Ceiling Rose, Fan, Cables, Main Switch, Holders",article,emp_2307
SI_2981,OR_2981,item_3081,209,894.04,186854.36,XXL,Category B,"Holders, Main Switch, Ceiling Rose, Switches, Cables, LED Bulb, Fan, Socket/Outlet plug",wish,emp_1829
SI_2982,OR_2982,item_3082,951,638.18,606909.18,XL,Category B,"Switches, Ceiling Rose, Cables, Holders, LED Bulb, Main Switch, Socket/Outlet plug, Fan",save,emp_2569
