order_id,customer_id,order_date,order_time,total_order_amount
OR_2620,customer_106099,2022-09-02,20:50:00,433.26
OR_2621,customer_105429,2021-02-10,14:30:00,95.98
OR_2622,customer_107756,2022-06-26,08:23:00,331.91
OR_2623,customer_108158,2020-07-01,17:14:00,472.32
OR_2624,customer_109483,2020-01-08,15:42:00,281.05
OR_2625,customer_104941,2023-03-28,21:38:00,44.3
OR_2626,customer_109183,2023-12-01,22:46:00,168.25
OR_2627,customer_102282,2020-02-24,03:25:00,17.65
OR_2628,customer_101249,2020-08-04,19:45:00,494.57
OR_2629,customer_108506,2021-11-19,08:38:00,109.8
OR_2630,customer_105777,2020-12-11,10:20:00,71.87
OR_2631,customer_106408,2020-10-24,19:47:00,427.48
OR_2632,customer_108290,2020-10-10,06:19:00,135.35
OR_2633,customer_10894,2023-05-10,05:25:00,371.71
OR_2634,customer_101190,2022-10-17,17:29:00,334.45
OR_2635,customer_109568,2020-06-24,16:52:00,448.58
OR_2636,customer_108547,2022-08-06,10:04:00,238.94
OR_2637,customer_104180,2023-05-26,00:07:00,175.52
OR_2638,customer_10950,2021-06-29,14:35:00,493.25
OR_2639,customer_107957,2022-11-20,17:13:00,387.69
OR_2640,customer_103657,2022-06-12,11:17:00,41.45
OR_2641,customer_10470,2022-09-27,15:53:00,460.99
OR_2642,customer_105374,2022-11-12,11:51:00,59.63
OR_2643,customer_105683,2022-03-12,14:46:00,38.17
OR_2644,customer_10239,2022-09-02,19:04:00,184.01
OR_2645,customer_10564,2022-02-05,17:54:00,256.2
OR_2646,customer_101825,2021-07-31,04:45:00,136.44
OR_2647,customer_103475,2022-10-30,10:47:00,217.05
OR_2648,customer_107659,2023-07-11,13:45:00,344.0
OR_2649,customer_109517,2021-07-17,19:17:00,155.43
OR_2650,customer_105698,2020-08-21,18:00:00,310.88
OR_2651,customer_107257,2023-01-07,17:42:00,192.99
OR_2652,customer_104196,2022-07-12,17:12:00,339.13
OR_2653,customer_101295,2021-01-29,02:22:00,88.38
OR_2654,customer_108126,2023-12-09,03:41:00,234.62
OR_2655,customer_105536,2020-05-04,01:11:00,428.68
OR_2656,customer_10146,2022-04-11,23:41:00,180.08
OR_2657,customer_109186,2023-06-09,16:50:00,498.43
OR_2658,customer_106759,2023-01-27,07:00:00,231.01
OR_2659,customer_103036,2022-08-20,10:23:00,470.6
OR_2660,customer_102004,2023-04-20,10:54:00,480.66
OR_2661,customer_107116,2020-07-02,15:10:00,225.36
OR_2662,customer_103762,2023-03-29,00:28:00,137.39
OR_2663,customer_103450,2023-08-15,08:46:00,397.39
OR_2664,customer_107495,2020-10-22,03:08:00,322.47
OR_2665,customer_108813,2021-02-22,07:28:00,107.88
OR_2666,customer_106625,2023-12-02,05:18:00,301.7
OR_2667,customer_105712,2023-12-31,05:33:00,33.78
OR_2668,customer_102629,2023-12-30,05:52:00,314.06
OR_2669,customer_10251,2022-05-27,01:10:00,486.51
OR_2670,customer_105968,2023-08-15,10:35:00,472.51
OR_2671,customer_102975,2022-01-08,13:09:00,215.99
OR_2672,customer_103588,2022-01-03,10:58:00,460.4
OR_2673,customer_107438,2021-03-26,21:11:00,99.05
OR_2674,customer_105509,2020-01-25,10:19:00,162.03
OR_2675,customer_105026,2022-05-12,17:59:00,33.08
OR_2676,customer_105774,2022-01-27,09:58:00,232.33
OR_2677,customer_108131,2021-10-28,06:44:00,423.76
OR_2678,customer_10377,2022-11-04,22:30:00,349.54
OR_2679,customer_107660,2023-01-17,01:35:00,74.9
OR_2680,customer_109540,2022-11-01,15:06:00,404.6
OR_2681,customer_103536,2021-01-17,17:10:00,226.69
OR_2682,customer_103269,2023-06-24,03:30:00,36.32
OR_2683,customer_106082,2020-07-07,06:02:00,354.88
OR_2684,customer_103430,2022-02-02,19:56:00,23.04
OR_2685,customer_106719,2021-08-04,20:19:00,374.62
OR_2686,customer_104152,2023-08-13,01:29:00,85.05
OR_2687,customer_105054,2020-10-24,11:03:00,306.06
OR_2688,customer_102899,2023-07-25,09:32:00,136.11
OR_2689,customer_106904,2021-04-07,15:06:00,438.67
OR_2690,customer_10510,2022-01-17,18:38:00,269.3
OR_2691,customer_108579,2021-11-11,02:26:00,469.63
OR_2692,customer_105316,2020-01-23,13:21:00,415.63
OR_2693,customer_106064,2022-02-05,00:53:00,102.26
OR_2694,customer_105517,2020-01-16,16:02:00,55.15
OR_2695,customer_101434,2021-06-10,11:43:00,476.56
OR_2696,customer_101671,2020-03-03,09:31:00,50.32
OR_2697,customer_102827,2021-04-13,15:29:00,103.24
OR_2698,customer_107303,2020-01-19,14:12:00,470.24
OR_2699,customer_104228,2023-03-19,18:08:00,105.8
OR_2700,customer_103295,2021-10-12,09:51:00,497.29
OR_2701,customer_109009,2022-05-28,09:51:00,334.69
OR_2702,customer_109158,2021-04-04,09:22:00,128.74
OR_2703,customer_106412,2020-03-18,15:48:00,493.89
OR_2704,customer_10907,2020-02-23,14:38:00,325.28
OR_2705,customer_10268,2021-02-08,06:58:00,497.65
OR_2706,customer_108402,2021-06-22,03:16:00,357.24
OR_2707,customer_105545,2020-06-05,07:41:00,420.29
OR_2708,customer_106133,2023-12-27,05:34:00,295.33
OR_2709,customer_10870,2023-09-10,08:18:00,199.46
OR_2710,customer_103511,2020-02-25,11:30:00,63.38
OR_2711,customer_102043,2021-06-01,06:40:00,67.69
OR_2712,customer_104137,2022-12-13,17:37:00,495.91
OR_2713,customer_108884,2023-12-09,15:35:00,70.99
OR_2714,customer_101847,2020-05-16,14:44:00,433.49
OR_2715,customer_101599,2021-06-22,02:19:00,405.84
OR_2716,customer_102704,2022-05-24,18:36:00,456.23
OR_2717,customer_102205,2020-09-12,16:12:00,492.7
OR_2718,customer_1064,2021-04-05,01:05:00,378.45
OR_2719,customer_107445,2022-12-17,11:53:00,239.61
OR_2720,customer_104401,2022-03-03,09:20:00,483.21
OR_2721,customer_103593,2023-03-01,23:33:00,19.35
OR_2722,customer_105360,2022-01-18,20:09:00,437.76
OR_2723,customer_103638,2022-08-16,13:34:00,44.56
OR_2724,customer_101116,2021-11-23,13:10:00,157.44
OR_2725,customer_107325,2020-02-13,15:33:00,82.36
OR_2726,customer_107049,2023-05-07,04:37:00,47.14
OR_2727,customer_109036,2021-06-08,15:59:00,172.8
OR_2728,customer_104579,2021-11-22,19:48:00,265.12
OR_2729,customer_104864,2022-08-16,10:16:00,307.07
OR_2730,customer_10666,2022-08-01,18:31:00,120.35
OR_2731,customer_104776,2023-12-24,16:32:00,337.0
OR_2732,customer_101910,2022-01-30,16:50:00,298.52
OR_2733,customer_105458,2023-08-04,20:11:00,459.55
OR_2734,customer_101073,2022-06-15,03:59:00,296.68
OR_2735,customer_104768,2020-03-16,19:12:00,470.05
OR_2736,customer_108898,2023-04-08,04:52:00,320.97
OR_2737,customer_107247,2022-07-29,06:44:00,286.04
OR_2738,customer_105358,2021-03-01,04:49:00,339.41
OR_2739,customer_102631,2022-07-22,16:10:00,478.92
OR_2740,customer_103772,2022-10-28,06:14:00,175.08
OR_2741,customer_106026,2022-06-25,06:04:00,236.43
OR_2742,customer_104475,2020-06-08,21:27:00,361.73
OR_2743,customer_102011,2020-10-19,04:59:00,41.16
OR_2744,customer_105590,2020-04-02,19:54:00,67.14
OR_2745,customer_107229,2023-10-13,23:37:00,231.83
OR_2746,customer_108582,2023-05-04,10:43:00,328.81
OR_2747,customer_102964,2023-07-16,01:33:00,276.39
OR_2748,customer_103944,2021-03-19,21:34:00,15.68
OR_2749,customer_108231,2023-02-16,19:31:00,118.28
OR_2750,customer_107532,2021-03-12,19:24:00,107.78
OR_2751,customer_108001,2020-12-18,00:00:00,48.25
OR_2752,customer_103484,2020-07-26,13:57:00,472.5
OR_2753,customer_104840,2022-09-23,04:29:00,298.11
OR_2754,customer_103320,2022-03-16,18:12:00,95.84
OR_2755,customer_108967,2021-03-08,22:36:00,396.24
OR_2756,customer_107510,2021-10-31,05:51:00,424.11
OR_2757,customer_102412,2022-11-04,00:56:00,313.63
OR_2758,customer_105011,2021-03-20,03:04:00,282.35
OR_2759,customer_10270,2021-11-08,18:45:00,349.23
OR_2760,customer_107281,2021-05-07,12:30:00,260.18
OR_2761,customer_102435,2021-07-20,00:56:00,498.22
OR_2762,customer_107519,2021-11-27,02:19:00,423.04
OR_2763,customer_109686,2021-10-12,06:52:00,248.53
OR_2764,customer_102941,2021-08-18,05:41:00,225.03
OR_2765,customer_105606,2023-04-23,09:17:00,57.78
OR_2766,customer_102414,2022-01-05,04:56:00,278.63
OR_2767,customer_105508,2023-11-08,22:11:00,340.5
OR_2768,customer_102485,2020-09-18,19:58:00,13.5
OR_2769,customer_105062,2023-07-11,07:47:00,493.37
OR_2770,customer_108326,2021-07-09,00:51:00,431.75
OR_2771,customer_102144,2022-01-28,03:25:00,476.7
OR_2772,customer_107220,2020-09-09,01:18:00,33.6
OR_2773,customer_103774,2020-01-06,20:56:00,491.89
OR_2774,customer_103249,2021-12-15,16:19:00,35.43
OR_2775,customer_103657,2022-11-25,18:34:00,39.69
OR_2776,customer_104525,2020-05-07,22:35:00,206.05
OR_2777,customer_102162,2023-07-28,23:23:00,206.95
OR_2778,customer_104702,2022-04-22,10:25:00,345.21
OR_2779,customer_107776,2022-07-12,11:22:00,64.74
OR_2780,customer_109137,2023-08-12,16:59:00,134.09
OR_2781,customer_108494,2020-03-31,21:40:00,110.36
OR_2782,customer_101938,2021-05-02,13:05:00,409.61
OR_2783,customer_103275,2020-03-24,18:52:00,474.23
OR_2784,customer_103989,2020-08-21,19:42:00,484.52
OR_2785,customer_104649,2023-09-15,00:51:00,447.89
OR_2786,customer_101832,2020-09-21,10:42:00,373.66
OR_2787,customer_10530,2021-11-11,07:59:00,333.88
OR_2788,customer_102612,2021-09-11,02:56:00,301.13
OR_2789,customer_109766,2020-01-22,15:07:00,355.78
OR_2790,customer_103596,2020-06-18,13:50:00,107.97
OR_2791,customer_106178,2023-08-14,19:51:00,242.09
OR_2792,customer_104751,2020-02-15,00:08:00,270.57
OR_2793,customer_108994,2021-11-03,18:08:00,414.59
OR_2794,customer_102853,2023-02-14,04:29:00,143.81
OR_2795,customer_104242,2021-12-17,15:25:00,191.87
OR_2796,customer_105030,2022-01-11,11:49:00,84.01
OR_2797,customer_107070,2023-12-11,23:36:00,55.08
OR_2798,customer_106722,2022-09-17,23:14:00,397.6
OR_2799,customer_104079,2021-04-30,17:01:00,383.8
OR_2800,customer_106833,2020-10-14,05:23:00,112.34
OR_2801,customer_106116,2021-02-05,11:24:00,57.59
OR_2802,customer_101745,2022-12-06,03:05:00,113.2
OR_2803,customer_107129,2022-08-27,18:24:00,110.11
OR_2804,customer_103629,2021-02-03,03:41:00,11.12
OR_2805,customer_107519,2023-01-15,19:57:00,306.71
OR_2806,customer_108437,2023-12-20,22:00:00,389.83
OR_2807,customer_1089,2023-07-15,11:44:00,390.6
OR_2808,customer_104500,2021-08-01,22:46:00,203.68
OR_2809,customer_106607,2023-03-30,01:30:00,296.42
OR_2810,customer_109163,2021-09-12,16:14:00,386.31
OR_2811,customer_10375,2020-07-25,20:27:00,372.65
OR_2812,customer_105906,2023-12-24,09:48:00,288.89
OR_2813,customer_109829,2022-04-17,07:01:00,49.33
OR_2814,customer_105099,2020-01-27,08:24:00,321.78
OR_2815,customer_103799,2021-01-10,01:23:00,101.71
OR_2816,customer_10674,2022-06-17,20:32:00,439.92
OR_2817,customer_107796,2020-02-01,10:51:00,140.97
OR_2818,customer_107273,2022-11-19,17:38:00,172.28
OR_2819,customer_108778,2020-10-19,11:29:00,298.57
OR_2820,customer_103675,2022-02-13,19:15:00,207.57
OR_2821,customer_102374,2021-12-16,05:20:00,417.16
OR_2822,customer_108439,2020-08-12,02:17:00,151.24
OR_2823,customer_101420,2022-10-29,04:14:00,229.68
OR_2824,customer_106789,2023-06-11,23:37:00,182.14
OR_2825,customer_104540,2020-05-07,21:21:00,355.56
OR_2826,customer_103970,2022-09-25,18:56:00,251.98
OR_2827,customer_102964,2020-01-24,23:06:00,195.41
OR_2828,customer_108180,2022-06-09,20:38:00,225.58
OR_2829,customer_107223,2021-06-18,22:05:00,384.5
OR_2830,customer_107349,2020-10-25,03:35:00,50.06
OR_2831,customer_102341,2022-04-26,05:33:00,114.4
OR_2832,customer_101623,2023-06-20,06:27:00,156.1
OR_2833,customer_106745,2022-10-17,00:15:00,445.58
OR_2834,customer_109960,2023-07-06,05:41:00,202.6
OR_2835,customer_105776,2023-12-13,23:35:00,318.36
OR_2836,customer_105367,2021-02-17,02:23:00,169.18
OR_2837,customer_104845,2022-08-11,14:36:00,362.24
OR_2838,customer_108583,2023-08-06,17:34:00,180.85
OR_2839,customer_103017,2021-09-08,16:46:00,194.5
OR_2840,customer_103589,2020-12-09,12:49:00,403.35
OR_2841,customer_108941,2023-06-19,16:13:00,75.61
OR_2842,customer_107382,2022-08-04,21:10:00,119.52
OR_2843,customer_103648,2022-06-17,10:16:00,402.28
OR_2844,customer_104667,2022-10-29,13:27:00,301.95
OR_2845,customer_10294,2021-05-26,13:04:00,381.93
OR_2846,customer_109367,2023-04-12,09:34:00,58.15
OR_2847,customer_104311,2020-07-29,22:26:00,315.83
OR_2848,customer_101543,2021-04-16,14:00:00,321.43
OR_2849,customer_109887,2020-05-17,18:59:00,203.9
OR_2850,customer_10584,2022-08-04,02:51:00,269.33
OR_2851,customer_101063,2020-12-04,11:02:00,44.17
OR_2852,customer_107059,2020-04-24,12:22:00,412.55
OR_2853,customer_104306,2020-02-16,11:50:00,293.99
OR_2854,customer_104400,2023-05-08,23:02:00,340.46
OR_2855,customer_108130,2020-04-11,13:24:00,268.06
OR_2856,customer_106290,2022-12-04,20:13:00,92.84
OR_2857,customer_108426,2023-11-16,19:43:00,150.38
OR_2858,customer_105551,2020-12-24,02:03:00,38.15
OR_2859,customer_108642,2020-02-22,06:52:00,92.43
OR_2860,customer_109542,2023-09-24,11:00:00,327.4
OR_2861,customer_103752,2020-10-31,20:38:00,386.1
OR_2862,customer_109676,2021-12-05,23:05:00,345.99
OR_2863,customer_108785,2020-10-04,00:35:00,431.34
OR_2864,customer_107567,2020-04-11,06:44:00,158.84
OR_2865,customer_108862,2023-12-25,05:02:00,241.53
OR_2866,customer_107940,2023-09-07,18:46:00,467.34
OR_2867,customer_109009,2022-08-21,01:10:00,102.91
OR_2868,customer_109370,2021-02-01,17:30:00,482.05
OR_2869,customer_102418,2022-10-23,14:58:00,174.76
OR_2870,customer_101818,2020-07-26,13:19:00,218.39
OR_2871,customer_104530,2021-02-05,00:15:00,129.97
OR_2872,customer_104699,2021-08-13,00:15:00,15.98
OR_2873,customer_108231,2022-10-01,05:36:00,136.28
OR_2874,customer_102909,2020-09-14,12:21:00,412.62
OR_2875,customer_109810,2020-08-31,00:22:00,179.87
OR_2876,customer_109388,2021-04-23,00:25:00,204.7
OR_2877,customer_1038,2021-05-15,04:14:00,430.44
OR_2878,customer_106309,2020-09-08,06:51:00,22.12
OR_2879,customer_108590,2020-01-01,21:07:00,375.24
OR_2880,customer_10396,2021-07-24,14:57:00,418.01
OR_2881,customer_105802,2023-04-22,04:26:00,323.78
OR_2882,customer_10370,2023-02-20,03:31:00,174.91
OR_2883,customer_101047,2021-06-02,19:33:00,224.26
OR_2884,customer_10782,2020-02-01,21:00:00,197.89
OR_2885,customer_105353,2022-01-01,01:15:00,413.92
OR_2886,customer_103128,2022-10-19,10:26:00,403.22
OR_2887,customer_105010,2022-04-11,05:38:00,377.11
OR_2888,customer_101553,2021-06-26,18:29:00,123.41
OR_2889,customer_101966,2022-02-19,00:35:00,335.22
OR_2890,customer_108757,2023-05-27,21:47:00,72.9
OR_2891,customer_105964,2021-10-13,19:03:00,189.03
OR_2892,customer_105138,2021-10-02,16:14:00,62.37
OR_2893,customer_103658,2021-08-17,02:32:00,152.24
OR_2894,customer_109355,2023-07-09,16:52:00,43.53
OR_2895,customer_102023,2023-05-13,06:31:00,78.34
OR_2896,customer_10103,2021-02-12,02:47:00,427.56
OR_2897,customer_10795,2022-03-30,00:58:00,359.14
OR_2898,customer_101255,2023-01-22,10:20:00,153.29
OR_2899,customer_104801,2020-01-25,15:21:00,405.79
OR_2900,customer_104620,2023-12-20,18:52:00,224.17
OR_2901,customer_101720,2020-02-13,17:45:00,93.94
OR_2902,customer_105958,2020-03-29,16:12:00,57.58
OR_2903,customer_103754,2022-02-07,07:56:00,91.33
OR_2904,customer_107117,2023-10-20,06:12:00,26.64
OR_2905,customer_108373,2023-11-07,12:09:00,23.32
OR_2906,customer_109967,2023-06-09,16:55:00,441.06
OR_2907,customer_10536,2021-02-24,15:25:00,290.72
OR_2908,customer_109874,2020-12-23,19:40:00,208.89
OR_2909,customer_102342,2023-09-13,15:48:00,145.36
OR_2910,customer_104000,2023-10-06,16:25:00,484.1
OR_2911,customer_103602,2022-07-20,12:48:00,269.07
OR_2912,customer_103459,2023-05-23,21:41:00,40.5
OR_2913,customer_104860,2023-04-29,22:36:00,181.41
OR_2914,customer_106711,2023-11-23,10:18:00,106.69
OR_2915,customer_109143,2021-11-09,22:18:00,237.6
OR_2916,customer_103479,2023-06-02,16:47:00,117.05
OR_2917,customer_105936,2021-08-15,07:21:00,205.61
OR_2918,customer_107002,2020-03-25,21:17:00,324.37
OR_2919,customer_108086,2020-02-23,08:16:00,21.81
OR_2920,customer_101297,2022-10-06,15:23:00,395.74
OR_2921,customer_106645,2021-04-27,14:21:00,482.93
OR_2922,customer_106569,2022-06-13,11:51:00,293.66
OR_2923,customer_103588,2020-04-04,11:07:00,40.74
OR_2924,customer_106425,2021-07-15,05:24:00,472.15
OR_2925,customer_108870,2022-07-13,14:00:00,138.77
OR_2926,customer_106519,2023-10-10,16:43:00,425.42
OR_2927,customer_101765,2021-08-25,19:43:00,141.14
OR_2928,customer_103075,2021-08-11,21:45:00,126.72
OR_2929,customer_106973,2021-07-04,10:47:00,90.3
OR_2930,customer_106301,2020-04-18,18:15:00,216.11
OR_2931,customer_102187,2023-11-26,05:20:00,107.11
OR_2932,customer_104767,2022-02-22,22:34:00,266.04
OR_2933,customer_103750,2022-08-13,09:38:00,358.15
OR_2934,customer_107581,2022-08-20,16:06:00,295.1
OR_2935,customer_108536,2021-01-14,11:19:00,433.57
OR_2936,customer_105507,2023-06-29,04:33:00,113.92
OR_2937,customer_104772,2020-06-12,11:29:00,466.96
OR_2938,customer_108380,2020-08-01,17:17:00,232.23
OR_2939,customer_101625,2021-12-02,21:55:00,116.58
OR_2940,customer_101665,2023-08-31,09:41:00,429.66
OR_2941,customer_105104,2023-05-08,10:31:00,387.93
OR_2942,customer_109998,2020-06-15,17:17:00,259.27
OR_2943,customer_108293,2021-12-07,03:07:00,173.63
OR_2944,customer_10956,2021-10-07,21:07:00,291.88
OR_2945,customer_101422,2020-02-24,18:03:00,128.64
OR_2946,customer_105501,2020-03-31,03:11:00,223.53
OR_2947,customer_108027,2021-09-27,15:21:00,198.24
OR_2948,customer_102826,2021-01-12,03:06:00,407.88
OR_2949,customer_103700,2020-07-26,17:09:00,435.95
OR_2950,customer_107754,2023-09-21,16:42:00,253.77
OR_2951,customer_102001,2023-10-15,06:34:00,284.5
OR_2952,customer_105809,2021-10-08,15:48:00,344.81
OR_2953,customer_10812,2020-01-28,23:55:00,45.21
OR_2954,customer_103758,2022-10-30,09:40:00,401.9
OR_2955,customer_106004,2021-05-27,13:07:00,175.39
OR_2956,customer_106518,2020-01-28,21:02:00,302.81
OR_2957,customer_101402,2021-06-06,19:31:00,313.22
OR_2958,customer_102804,2020-06-27,01:39:00,236.99
OR_2959,customer_10189,2022-01-04,05:03:00,273.64
OR_2960,customer_105790,2021-02-02,02:59:00,181.57
OR_2961,customer_102024,2021-12-07,22:07:00,180.97
OR_2962,customer_107828,2023-08-25,14:50:00,419.09
OR_2963,customer_107737,2021-11-26,06:25:00,254.56
OR_2964,customer_105117,2020-11-11,03:17:00,173.36
OR_2965,customer_101819,2020-03-20,16:24:00,366.26
OR_2966,customer_108069,2022-06-24,04:59:00,374.89
OR_2967,customer_103126,2022-09-26,03:35:00,215.77
OR_2968,customer_106627,2021-01-12,08:23:00,482.59
OR_2969,customer_103076,2022-06-12,06:11:00,248.34
OR_2970,customer_107760,2022-02-28,15:48:00,444.22
OR_2971,customer_101969,2022-01-06,13:42:00,37.19
OR_2972,customer_102164,2021-03-20,01:57:00,127.59
OR_2973,customer_108304,2022-01-11,06:44:00,292.86
OR_2974,customer_102418,2022-10-28,15:47:00,35.36
OR_2975,customer_108147,2022-10-06,07:15:00,278.19
OR_2976,customer_107279,2020-04-29,11:31:00,406.79
OR_2977,customer_104899,2020-06-24,17:19:00,162.52
OR_2978,customer_103936,2021-10-15,09:59:00,327.73
OR_2979,customer_10751,2020-07-08,01:02:00,474.35
OR_2980,customer_106818,2022-07-31,10:16:00,476.8
OR_2981,customer_10423,2023-06-27,08:34:00,15.11
OR_2982,customer_109733,2022-10-24,17:04:00,27.93
OR_2983,customer_106696,2022-01-09,03:13:00,277.68
OR_2984,customer_102727,2021-10-10,01:03:00,381.57
OR_2985,customer_108279,2021-01-22,17:28:00,68.76
OR_2986,customer_106232,2022-12-07,23:28:00,495.91
OR_2987,customer_109653,2023-09-20,20:42:00,247.66
OR_2988,customer_106592,2020-03-11,14:33:00,294.77
OR_2989,customer_107510,2020-09-22,06:45:00,372.29
OR_2990,customer_107221,2023-09-03,20:16:00,45.26
OR_2991,customer_10126,2022-03-10,19:58:00,16.59
OR_2992,customer_101325,2020-08-22,11:58:00,124.69
OR_2993,customer_104021,2022-07-17,09:17:00,393.19
OR_2994,customer_103036,2021-11-10,23:03:00,240.95
OR_2995,customer_103872,2021-10-15,01:53:00,445.16
OR_2996,customer_10773,2022-02-03,05:40:00,324.48
OR_2997,customer_109287,2022-02-18,06:38:00,155.66
OR_2998,customer_106702,2023-10-19,12:10:00,139.4
OR_2999,customer_102351,2023-10-07,09:32:00,182.51
OR_3000,customer_108784,2021-12-02,13:37:00,462.19
OR_3001,customer_104591,2020-08-13,21:28:00,32.76
OR_3002,customer_103712,2020-12-12,14:19:00,319.03
OR_3003,customer_104484,2021-07-14,09:01:00,125.45
OR_3004,customer_103970,2020-04-18,15:05:00,226.93
OR_3005,customer_10112,2020-10-28,21:44:00,398.63
OR_3006,customer_105951,2023-08-11,14:39:00,482.3
OR_3007,customer_107584,2022-04-08,10:10:00,236.61
OR_3008,customer_106697,2023-05-10,08:55:00,79.24
OR_3009,customer_103326,2023-01-29,23:58:00,274.39
OR_3010,customer_109983,2020-11-28,09:16:00,101.69
OR_3011,customer_10599,2023-07-18,02:05:00,118.28
OR_3012,customer_105640,2021-06-13,16:05:00,191.87
OR_3013,customer_109601,2021-04-09,01:03:00,265.89
OR_3014,customer_108640,2023-07-24,00:14:00,284.93
OR_3015,customer_10232,2021-03-05,06:16:00,97.97
OR_3016,customer_103232,2020-07-08,22:30:00,280.31
OR_3017,customer_101278,2022-05-19,17:29:00,219.27
OR_3018,customer_103702,2021-01-12,10:38:00,211.01
OR_3019,customer_103199,2021-05-20,22:31:00,305.92
OR_3020,customer_101015,2020-01-05,19:08:00,343.23
OR_3021,customer_102669,2020-05-08,21:20:00,208.29
OR_3022,customer_106411,2020-01-21,09:07:00,375.02
OR_3023,customer_107379,2022-07-18,20:41:00,240.72
OR_3024,customer_104662,2020-05-05,16:31:00,429.68
OR_3025,customer_102180,2022-06-26,01:16:00,161.04
OR_3026,customer_101270,2023-03-10,14:18:00,261.09
OR_3027,customer_103317,2020-06-12,21:01:00,197.7
OR_3028,customer_10975,2022-11-03,23:27:00,235.49
OR_3029,customer_105581,2022-08-22,06:47:00,31.21
OR_3030,customer_101481,2023-02-08,22:54:00,97.65
OR_3031,customer_10591,2020-08-21,16:34:00,284.71
OR_3032,customer_104634,2023-03-16,18:27:00,497.4
OR_3033,customer_10616,2020-05-20,21:58:00,265.74
OR_3034,customer_102064,2023-05-20,10:24:00,79.47
OR_3035,customer_101755,2020-06-16,12:00:00,68.6
OR_3036,customer_101480,2021-05-14,16:55:00,360.01
OR_3037,customer_105438,2022-06-02,09:52:00,234.85
OR_3038,customer_109241,2021-11-06,01:31:00,110.53
OR_3039,customer_104196,2022-08-19,04:06:00,78.44
OR_3040,customer_108648,2023-11-12,07:03:00,290.73
OR_3041,customer_109324,2020-10-22,06:22:00,474.12
OR_3042,customer_108434,2023-01-29,11:54:00,335.86
OR_3043,customer_105620,2022-04-19,20:18:00,79.66
OR_3044,customer_108158,2021-02-21,13:26:00,282.38
OR_3045,customer_108426,2023-10-03,01:46:00,374.03
OR_3046,customer_102443,2020-12-11,08:34:00,358.56
OR_3047,customer_10237,2020-06-17,12:33:00,151.37
OR_3048,customer_105225,2020-04-11,12:36:00,354.91
OR_3049,customer_104194,2021-07-11,23:36:00,288.61
OR_3050,customer_104353,2023-03-08,17:44:00,244.43
OR_3051,customer_101045,2022-04-02,08:31:00,52.34
OR_3052,customer_102286,2022-10-10,08:30:00,255.87
OR_3053,customer_106835,2021-03-29,09:29:00,24.21
OR_3054,customer_108790,2021-07-08,17:09:00,472.69
OR_3055,customer_106226,2023-07-18,05:33:00,224.19
OR_3056,customer_101005,2020-10-28,01:14:00,270.77
OR_3057,customer_106709,2023-03-08,19:29:00,201.01
OR_3058,customer_105049,2022-11-18,15:59:00,45.04
OR_3059,customer_109528,2021-01-12,04:57:00,470.31
OR_3060,customer_107955,2023-10-17,18:17:00,409.22
OR_3061,customer_108403,2022-10-03,02:17:00,287.75
OR_3062,customer_10982,2023-01-01,00:34:00,451.01
OR_3063,customer_109966,2020-09-30,22:33:00,131.92
OR_3064,customer_105841,2020-08-07,23:35:00,253.02
OR_3065,customer_104192,2022-10-01,22:06:00,110.57
OR_3066,customer_10492,2022-04-17,18:38:00,74.37
OR_3067,customer_101991,2020-06-14,19:52:00,459.24
OR_3068,customer_101091,2020-05-07,19:18:00,201.24
OR_3069,customer_102111,2023-12-26,06:00:00,84.86
OR_3070,customer_109407,2023-03-05,01:33:00,481.44
OR_3071,customer_101439,2023-06-23,17:36:00,323.13
OR_3072,customer_108318,2023-03-18,03:57:00,164.46
OR_3073,customer_103709,2022-11-05,15:41:00,53.97
OR_3074,customer_109932,2022-10-07,21:37:00,136.51
OR_3075,customer_103517,2020-12-04,01:24:00,398.24
OR_3076,customer_104710,2022-03-16,07:29:00,454.79
OR_3077,customer_108035,2020-11-18,07:01:00,219.72
OR_3078,customer_10495,2022-02-09,01:49:00,327.93
OR_3079,customer_106089,2021-09-13,15:14:00,213.63
OR_3080,customer_10778,2021-12-18,11:36:00,21.48
OR_3081,customer_104131,2021-06-09,06:06:00,49.27
OR_3082,customer_104761,2023-11-02,14:16:00,370.82
OR_3083,customer_102743,2021-04-02,08:18:00,417.27
OR_3084,customer_106584,2020-07-09,21:35:00,260.99
OR_3085,customer_106475,2022-03-11,18:37:00,303.0
OR_3086,customer_103564,2020-10-26,18:14:00,212.04
OR_3087,customer_106409,2020-10-12,22:19:00,441.52
OR_3088,customer_104693,2020-06-07,12:51:00,119.33
OR_3089,customer_10605,2022-05-13,05:51:00,200.25
OR_3090,customer_107721,2022-03-13,12:30:00,465.1
OR_3091,customer_108031,2020-08-23,11:52:00,334.52
OR_3092,customer_104026,2023-02-24,00:13:00,476.2
OR_3093,customer_108633,2021-05-02,04:47:00,227.87
OR_3094,customer_10736,2023-01-13,11:52:00,415.43
OR_3095,customer_109488,2020-01-20,11:38:00,109.49
OR_3096,customer_103506,2022-02-09,19:15:00,343.76
OR_3097,customer_104748,2022-09-06,03:45:00,256.34
OR_3098,customer_104366,2020-01-10,10:22:00,193.71
OR_3099,customer_106397,2020-06-24,20:55:00,190.56
OR_3100,customer_101681,2021-08-10,18:34:00,141.5
