department_id,department_name,location,allocated_budget
D_1707,Administration,store,391283.6
D_1708,IT,office,423909.88
D_1709,Purchasing,office,163634.71
D_1710,Purchasing,office,198234.75
D_1711,Finance,office,203893.82
D_1712,Sales representatives,office,341627.15
D_1713,Marketing,store,62826
D_1714,Sales,office,373612.19
D_1715,Human Resources,store,294011.69
D_1716,Designing department,store,76942.53
D_1717,Accounting,office,48607.04
D_1718,Sales,store,424495.67
D_1719,Account department,office,202593.08
D_1720,Finance,store,45048.02
D_1721,Administration,store,284765.53
D_1722,Production,store,437365.48
D_1723,Accounting,store,247909.5
D_1724,Human Resources,office,66490.14
D_1725,Marketing,store,370701.51
D_1726,IT,store,183999.58
D_1727,Finance,office,252142
D_1728,Production,office,15358.81
D_1729,Designing department,store,372010.97
D_1730,IT,office,390943.3
D_1731,Finance,store,431897.9
D_1732,Human Resources,office,465300.71
D_1733,Sales representatives,store,85738.11
D_1734,Account department,store,260519.47
D_1735,Marketing,store,190053.6
D_1736,Production,store,419733.45
D_1737,Purchasing,office,467883.87
D_1738,Marketing,office,110909.6
D_1739,Marketing,office,381068.96
D_1740,Finance,store,14257.44
D_1741,Purchasing,store,59236.5
D_1742,Sales representatives,office,369058.53
D_1743,Designing department,store,115271.21
D_1744,Purchasing,office,399122.49
D_1745,Production,store,157667.16
D_1746,Human Resources,office,370184.11
D_1747,Administration,office,411746.79
D_1748,Purchasing,office,36573.78
D_1749,IT,store,36687.47
D_1750,Finance,store,98536.26
D_1751,IT,store,69128.1
D_1752,Finance,store,391703.48
D_1753,Human Resources,office,91112.07
D_1754,Sales,store,325281.04
D_1755,Purchasing,store,264097.65
D_1756,Purchasing,store,150049.08
D_1757,Administration,store,186571.68
D_1758,Human Resources,office,433591.74
D_1759,Sales representatives,store,228722.53
D_1760,Account department,store,42235.92
D_1761,Purchasing,office,183371.83
D_1762,Sales,office,413646.39
D_1763,Accounting,office,212255.75
D_1764,Administration,store,207422.14
D_1765,Administration,store,225240.2
D_1766,Sales representatives,store,126407.5
D_1767,Sales,office,26433.22
D_1768,Human Resources,office,342355.84
D_1769,Purchasing,office,478714.93
D_1770,IT,store,145029.86
D_1771,Finance,office,147766.33
D_1772,Production,store,270491.53
D_1773,Finance,office,422304.04
D_1774,Marketing,store,146258.87
D_1775,Account department,store,465024.45
D_1776,Account department,store,286858.09
D_1777,Finance,store,454006.07
D_1778,Designing department,office,218219.23
D_1779,Finance,store,212150.27
D_1780,Finance,store,323971.61
D_1781,Purchasing,store,147812.26
D_1782,Sales representatives,store,481960.22
D_1783,Purchasing,office,174232.31
D_1784,IT,store,319322.04
D_1785,Designing department,office,482478.94
D_1786,Designing department,office,92811.66
D_1787,Purchasing,store,398643.62
D_1788,IT,store,83934.17
D_1789,Account department,office,289980.35
D_1790,Administration,office,463186.74
D_1791,Account department,office,75155.66
D_1792,Marketing,office,425626.37
D_1793,Account department,office,473621.45
D_1794,Sales representatives,store,195132.16
D_1795,Purchasing,store,477860.24
D_1796,Account department,office,304460.74
D_1797,Sales,office,228895.97
D_1798,Sales,office,17122.47
D_1799,Accounting,office,410232.4
D_1800,Finance,store,156219.28
D_1801,Accounting,office,126327.73
D_1802,Sales representatives,store,245016.15
D_1803,Production,store,161417.55
D_1804,Administration,office,333042.23
D_1805,Sales representatives,office,316497.27
D_1806,Human Resources,office,277545.69
D_1807,Accounting,office,377062.17
D_1808,Accounting,office,276080.77
D_1809,Administration,store,489391.61
D_1810,Sales,office,499455.29
D_1811,Administration,office,337485.43
D_1812,Human Resources,office,415030.42
D_1813,Account department,office,334201.08
D_1814,IT,office,409193.57
D_1815,Accounting,office,352033.14
D_1816,Production,store,403366.24
D_1817,Marketing,office,262900.79
D_1818,Finance,store,95845.41
D_1819,Account department,office,79462.05
D_1820,Human Resources,office,401443.52
D_1821,Accounting,office,55628.22
D_1822,Sales representatives,store,88869.89
D_1823,Human Resources,store,308133.66
D_1824,Sales,office,14214.88
D_1825,Finance,store,15745.89
D_1826,Production,office,149431.41
D_1827,Account department,store,101576.64
D_1828,Accounting,store,318853.47
D_1829,Designing department,store,385339.22
D_1830,Account department,office,264800.44
D_1831,Sales representatives,store,195301.7
D_1832,Sales representatives,office,371237.79
D_1833,Designing department,store,382969.68
D_1834,Production,office,386982.94
D_1835,Accounting,store,383294.52
D_1836,Human Resources,store,170752.22
D_1837,Administration,store,332548.03
D_1838,Sales representatives,office,99334.93
D_1839,Sales,office,152644.87
D_1840,Accounting,store,370718.01
D_1841,Marketing,store,136317.28
D_1842,IT,store,73320.54
D_1843,IT,office,166778.29
D_1844,Purchasing,office,278026.46
D_1845,Administration,office,445813.34
D_1846,Finance,office,146667.49
D_1847,Production,store,472856.13
D_1848,Accounting,office,300672.07
D_1849,Designing department,store,179353.76
D_1850,Administration,store,105990.1
D_1851,IT,store,121086.36
D_1852,Sales representatives,office,287244.87
D_1853,Sales,store,301702.22
D_1854,Accounting,store,250524.41
D_1855,Sales representatives,store,164655.02
D_1856,Designing department,office,154115.21
D_1857,Sales,store,489649.28
D_1858,Human Resources,store,286566.75
D_1859,Accounting,office,27356.76
D_1860,Production,office,82628.01
D_1861,Human Resources,store,183893.25
D_1862,Designing department,office,65574.34
D_1863,Administration,office,30615.36
D_1864,Sales,store,211732.94
D_1865,Purchasing,store,348921.29
D_1866,Accounting,store,356407.52
D_1867,Finance,office,35152.78
D_1868,Accounting,office,244565.24
D_1869,Administration,store,205794.99
D_1870,Human Resources,store,281954.68
D_1871,Administration,store,173050.86
D_1872,Production,office,338663.75
D_1873,Human Resources,store,120247.72
D_1874,Designing department,office,117849.1
D_1875,Designing department,office,410605.31
D_1876,Accounting,store,274012.98
D_1877,Human Resources,store,499701.09
D_1878,Sales representatives,office,39478.17
D_1879,Purchasing,store,456295.92
D_1880,Sales,office,47518.92
D_1881,IT,store,53739.92
D_1882,Purchasing,store,418870.6
D_1883,Accounting,store,233486.7
D_1884,Designing department,store,382445.3
D_1885,Account department,office,498414.42
D_1886,IT,store,380062.13
D_1887,Account department,office,445487.53
D_1888,Administration,office,403247.99
D_1889,Sales,office,226170.34
D_1890,Marketing,store,311754.54
D_1891,Account department,store,42214.13
D_1892,Account department,office,218317.44
D_1893,Human Resources,store,181686.9
D_1894,Marketing,store,367061.28
D_1895,Accounting,store,184559.13
D_1896,IT,office,486271.16
D_1897,Finance,office,231828.46
D_1898,Purchasing,office,406014.43
D_1899,Human Resources,office,451087.47
D_1900,Human Resources,office,237834.91
D_1901,Designing department,store,366893.34
D_1902,IT,store,224827.95
D_1903,Administration,store,420376.97
D_1904,Finance,office,21765.5
D_1905,IT,store,448355.38
D_1906,Purchasing,office,347418.52
D_1907,Designing department,store,36446.06
D_1908,Account department,office,383912.68
D_1909,Sales,store,134520.39
D_1910,Account department,store,75255.8
D_1911,Sales representatives,store,197996.88
D_1912,Sales,office,491469.27
D_1913,IT,store,183919.04
D_1914,Accounting,office,438000.18
D_1915,Finance,office,48381
D_1916,Account department,office,470646.02
D_1917,Sales representatives,store,34851.52
D_1918,Human Resources,office,349277.36
D_1919,Sales,store,223210.88
D_1920,Administration,store,174982.86
D_1921,Sales representatives,office,230961.26
D_1922,Account department,store,400944.88
D_1923,Sales representatives,office,314490.28
D_1924,Purchasing,store,421659.36
D_1925,Purchasing,store,148560.03
D_1926,IT,office,55877.81
D_1927,Human Resources,store,299731.88
D_1928,Finance,office,39002.73
D_1929,Production,store,317442.54
D_1930,Sales,office,497419.2
D_1931,Administration,office,192964.94
D_1932,Purchasing,store,175193.21
D_1933,Finance,office,306533.31
D_1934,Sales representatives,store,454051.77
D_1935,Administration,store,134944.53
D_1936,Purchasing,store,209452.94
D_1937,Sales,office,249112.2
D_1938,Human Resources,store,409685.01
D_1939,Administration,store,265961.67
D_1940,Marketing,office,31536.39
D_1941,Account department,office,270038.89
D_1942,Administration,store,322683.45
D_1943,Human Resources,store,261401.46
D_1944,Human Resources,office,320995.45
D_1945,IT,office,141943.69
D_1946,Production,office,58371.75
D_1947,Designing department,office,280485.15
D_1948,Marketing,office,138034.45
D_1949,IT,office,72543.82
D_1950,Designing department,office,262133.97
D_1951,Sales,office,88861.21
D_1952,Sales representatives,office,246816.87
D_1953,Human Resources,store,72577.06
D_1954,Marketing,store,197397.98
D_1955,Administration,office,256086.69
D_1956,Sales representatives,store,91367.81
D_1957,Marketing,store,476022.18
D_1958,Sales representatives,store,27662.68
D_1959,Accounting,store,471558.52
D_1960,Designing department,store,67346.64
D_1961,Human Resources,store,16375.52
D_1962,Administration,office,418501.28
D_1963,Designing department,store,464910.65
D_1964,Finance,office,307710.87
D_1965,IT,store,139294.68
D_1966,Production,store,349027.62
D_1967,Accounting,store,113279.24
D_1968,Accounting,store,301207.11
D_1969,Designing department,office,180989.17
D_1970,Sales,store,429085.18
D_1971,Finance,office,139859.77
D_1972,Designing department,store,102076.21
D_1973,Administration,store,186096.11
D_1974,Account department,office,226440.94
D_1975,Purchasing,store,443636.41
D_1976,Finance,store,238741.86
D_1977,Designing department,office,268157.32
D_1978,Sales representatives,store,273638.08
D_1979,Marketing,office,306125.45
D_1980,Purchasing,store,367502.56
D_1981,Sales representatives,office,400292.12
D_1982,Sales,store,99855.62
D_1983,Human Resources,office,173410.81
D_1984,Sales,store,43566.62
D_1985,Sales,office,263088.6
D_1986,Production,office,64444.96
D_1987,Purchasing,office,222395.34
D_1988,Production,office,208461.74
D_1989,Marketing,office,465514.53
D_1990,Administration,office,359507.96
D_1991,Marketing,store,430902.16
D_1992,Production,office,489697.46
D_1993,Marketing,office,194509.04
D_1994,Production,store,211554.58
D_1995,Administration,office,221268.06
D_1996,Account department,office,170325.87
D_1997,IT,store,154410.77
D_1998,Accounting,office,274573.99
D_1999,Administration,office,97482.94
D_2000,IT,store,254414.13
D_2001,Purchasing,store,39052.51
D_2002,Sales,store,31845.4
D_2003,IT,office,242566.28
D_2004,Human Resources,store,135779.78
D_2005,Administration,office,202970.7
D_2006,Production,store,237618.57
D_2007,Designing department,store,54505.61
D_2008,Designing department,office,152007.3
D_2009,Sales,store,339646.58
D_2010,Marketing,store,415426.44
D_2011,Purchasing,office,469904.79
D_2012,Administration,office,322148.44
D_2013,Administration,office,353168.53
D_2014,Human Resources,office,92965.71
D_2015,Sales,office,153582.31
D_2016,Sales representatives,store,196723.32
D_2017,IT,store,47224.64
D_2018,IT,office,281183.29
D_2019,Administration,store,316762.85
D_2020,Sales,office,395592.44
D_2021,Sales representatives,store,57768.53
D_2022,Marketing,office,12621.7
D_2023,Human Resources,office,429368.52
D_2024,Production,store,306370.88
D_2025,Human Resources,store,488149.2
D_2026,Finance,office,349094.94
D_2027,Production,office,279221.47
D_2028,Account department,office,444626.47
D_2029,Accounting,store,191844.89
D_2030,Administration,store,57368.05
D_2031,Finance,office,343684.13
D_2032,IT,store,313977.42
D_2033,Designing department,store,476739.07
D_2034,Production,store,177743.85
D_2035,Designing department,office,148756.17
D_2036,Sales representatives,office,274187.62
D_2037,Human Resources,office,328469.72
D_2038,Designing department,office,276069.71
D_2039,IT,office,218164.4
D_2040,Marketing,office,270861.63
D_2041,Finance,office,97713.64
D_2042,Designing department,store,230037.32
D_2043,Production,office,245752.51
D_2044,Designing department,store,415162.61
D_2045,IT,store,248347.5
D_2046,Purchasing,office,169478.35
D_2047,Production,office,490658.25
D_2048,Administration,store,370824.84
D_2049,Accounting,store,137625.79
D_2050,Purchasing,office,90497.95
D_2051,Designing department,office,234243.02
D_2052,Marketing,office,129994.99
D_2053,Sales,office,177141.57
D_2054,Human Resources,store,199464.3
D_2055,Administration,office,141471.65
D_2056,Administration,office,428932.05
D_2057,Accounting,store,376359
D_2058,Sales,store,463067.67
D_2059,Human Resources,office,37469.61
D_2060,Designing department,office,68403.69
D_2061,Designing department,store,371690.1
D_2062,Sales,office,68460.52
D_2063,Account department,store,274552.88
D_2064,Marketing,office,43618.11
D_2065,IT,store,350554.91
D_2066,Administration,store,247797.9
D_2067,Sales,store,224559.15
D_2068,Accounting,office,307552.6
D_2069,Human Resources,store,478942.14
D_2070,Administration,office,82661.05
D_2071,Purchasing,store,318911.8
D_2072,Production,office,250058.36
D_2073,Marketing,office,11851.06
D_2074,Designing department,store,479286.02
D_2075,Production,office,286366.04
D_2076,Accounting,store,203237.48
D_2077,Designing department,store,12046.43
D_2078,Sales representatives,office,311426.78
D_2079,Production,office,413776.03
D_2080,Sales representatives,store,55975.59
D_2081,Finance,store,182043.42
D_2082,IT,office,448708.93
D_2083,Purchasing,office,58575.02
D_2084,Account department,office,126095.88
D_2085,Designing department,store,299051.87
D_2086,Sales,store,334403.73
D_2087,Marketing,store,232202.66
D_2088,Human Resources,office,153703.19
D_2089,Marketing,store,491385.56
D_2090,Human Resources,office,332333.9
D_2091,Sales representatives,store,364304.12
D_2092,Sales,store,222160.66
D_2093,Marketing,store,330351.41
D_2094,Marketing,store,348841.42
D_2095,Accounting,office,329061.98
D_2096,Administration,office,10930.84
D_2097,Account department,store,299597.95
D_2098,Sales,office,365943.35
D_2099,Designing department,office,151082.94
D_2100,Designing department,store,189163.26
D_2101,Human Resources,store,21263.05
D_2102,Accounting,store,345459.22
D_2103,Account department,store,392977.52
D_2104,Designing department,office,160679.91
D_2105,Marketing,store,279623.77
D_2106,Accounting,office,184920.62
D_2107,Account department,office,52712.62
D_2108,Sales representatives,store,307160.52
D_2109,Accounting,store,449549.82
D_2110,Administration,store,166335.29
D_2111,Marketing,office,349012.19
D_2112,Sales representatives,store,275885.23
D_2113,IT,store,62255.73
D_2114,Accounting,office,412646.57
D_2115,Sales,office,284745.67
D_2116,Human Resources,store,463907.3
D_2117,Human Resources,office,65948.34
D_2118,Account department,office,255648.56
D_2119,Production,store,56818.21
D_2120,Administration,store,351699.9
D_2121,Administration,office,401994.96
D_2122,Account department,store,90148.28
D_2123,Accounting,store,222309.27
D_2124,IT,store,488721.79
D_2125,Accounting,store,449343.49
D_2126,Sales,office,235256.81
D_2127,Marketing,store,330637.95
D_2128,Finance,store,253914.54
D_2129,IT,store,334701.75
D_2130,Finance,office,154455.81
D_2131,Accounting,store,60161.82
D_2132,Purchasing,store,467879.34
D_2133,Purchasing,store,250340.53
D_2134,IT,office,168293.46
D_2135,Designing department,store,449724.43
D_2136,Administration,office,306403.63
D_2137,Sales representatives,store,104522.57
D_2138,Human Resources,store,421865.35
D_2139,Purchasing,store,365085.46
D_2140,Sales,store,195149.58
D_2141,Designing department,office,126626.34
D_2142,Accounting,store,54075.54
D_2143,Human Resources,office,442911.32
D_2144,Designing department,office,478444.66
D_2145,Marketing,store,215432.59
D_2146,Finance,store,122604.62
D_2147,Production,store,140310.83
D_2148,Designing department,office,52774.65
D_2149,Sales representatives,store,204973.22
D_2150,Account department,office,366293.7
D_2151,Marketing,office,323873.71
D_2152,Human Resources,office,227971.25
D_2153,Marketing,store,111663.28
D_2154,Human Resources,store,257874.3
D_2155,Sales representatives,office,376185.62
D_2156,Accounting,office,353511.5
D_2157,Human Resources,store,97714.45
D_2158,Purchasing,office,478454.95
D_2159,Accounting,office,478247.05
D_2160,Sales,office,194224.15
D_2161,Marketing,office,19880.43
D_2162,Purchasing,office,392673.12
D_2163,Marketing,office,45295.6
D_2164,IT,office,199874.33
D_2165,Marketing,office,241990.21
D_2166,Marketing,store,46121.52
D_2167,Production,store,350960.97
D_2168,Production,store,22000.55
D_2169,Human Resources,office,169052.19
D_2170,Accounting,office,91834.72
D_2171,Production,store,106950.68
D_2172,Account department,office,199006
D_2173,Accounting,office,183733
D_2174,Accounting,store,15232.33
D_2175,Administration,store,124780.94
D_2176,Production,office,259514.56
D_2177,Marketing,office,428256.71
D_2178,Account department,office,264855.78
D_2179,Marketing,store,392593.55
D_2180,Finance,office,238827.88
D_2181,Production,store,326310.46
D_2182,Sales representatives,office,350066.56
D_2183,Production,store,206414.62
D_2184,Administration,store,364241.68
D_2185,Purchasing,store,48930.4
D_2186,Human Resources,office,348263.48
D_2187,IT,store,483243.35
D_2188,Sales representatives,office,72768.61
D_2189,Finance,store,150415.94
D_2190,Human Resources,store,331306.41
D_2191,Sales,office,351214.25
D_2192,Purchasing,office,288704.01
D_2193,Finance,office,150764.15
D_2194,Human Resources,office,102293.15
D_2195,Purchasing,store,70809.04
D_2196,Administration,store,383268.2
D_2197,Sales representatives,store,116147.94
D_2198,Purchasing,store,198736.48
D_2199,Sales,office,253167.75
D_2200,Sales,store,104213.24
D_2201,Sales representatives,office,415781.96
D_2202,Marketing,office,39259.99
D_2203,Administration,store,181589.23
D_2204,Production,store,314836.14
D_2205,Human Resources,office,281424.6
D_2206,Account department,office,208759.09
D_2207,Designing department,office,344335.36
D_2208,Account department,store,291870.53
D_2209,Human Resources,store,336346.12
D_2210,Finance,office,286596.07
D_2211,Human Resources,store,94197.02
D_2212,Account department,office,248355.66
D_2213,Designing department,office,311214.11
D_2214,Marketing,store,173711.62
D_2215,Marketing,office,139423.07
D_2216,Accounting,store,358442.23
D_2217,Finance,store,202195.11
D_2218,Marketing,office,56843.85
D_2219,Finance,office,456521.09
D_2220,Finance,store,154050.75
D_2221,Sales representatives,office,339674.52
D_2222,Sales representatives,store,267285.49
D_2223,Purchasing,office,123059.89
D_2224,IT,store,170834.6
D_2225,Marketing,store,226109.31
D_2226,Designing department,office,368518.05
D_2227,Purchasing,store,94589.38
D_2228,Production,office,345908.86
D_2229,Human Resources,office,41629
D_2230,Finance,store,291825.3
D_2231,Purchasing,office,123726.54
D_2232,Human Resources,office,389027.47
D_2233,IT,store,481319.42
D_2234,Marketing,store,424861.61
D_2235,Sales,store,471003.44
D_2236,Production,store,42600.34
D_2237,Marketing,office,114310.34
D_2238,Designing department,store,445767.1
D_2239,Marketing,store,183841.66
D_2240,Purchasing,store,442539.52
D_2241,Human Resources,store,124202.79
D_2242,Finance,store,396478.53
D_2243,Finance,office,102544.98
D_2244,Administration,store,386701.07
D_2245,IT,store,64715.14
D_2246,Production,store,314117.07
D_2247,Administration,store,384500.27
D_2248,Production,store,287263.61
D_2249,IT,store,110851.03
D_2250,Marketing,store,444489.03
D_2251,Accounting,office,379069.56
D_2252,Accounting,store,485681.71
D_2253,Designing department,office,493027.64
D_2254,Accounting,office,48484.97
D_2255,IT,store,173021.85
D_2256,Accounting,store,466597.98
D_2257,Sales,office,462903.85
D_2258,Accounting,store,117756.05
D_2259,Accounting,store,363379.92
D_2260,Production,office,269874.3
D_2261,Sales representatives,store,408177.52
D_2262,Purchasing,store,188871.02
D_2263,Human Resources,office,295327.68
D_2264,Marketing,store,245903.38
D_2265,Human Resources,store,87906.08
D_2266,Accounting,store,133049.86
D_2267,Account department,office,333954.55
D_2268,Purchasing,store,448776.1
D_2269,Human Resources,store,25158.71
D_2270,Marketing,office,413899.45
D_2271,Human Resources,store,54476.93
D_2272,Sales representatives,office,303672.69
D_2273,Purchasing,store,427669.26
D_2274,Sales,office,139725.43
D_2275,Marketing,store,112787.8
D_2276,Sales representatives,store,68366.3
D_2277,Accounting,store,324814.33
D_2278,Account department,store,47926.63
D_2279,Account department,office,317345.1
D_2280,Purchasing,office,370531.86
D_2281,Designing department,office,130019.19
D_2282,Accounting,office,76675.72
D_2283,Designing department,office,175117.24
D_2284,Finance,office,497056.64
D_2285,Production,store,445981.59
D_2286,Finance,store,57819.4
D_2287,Purchasing,office,67003.93
D_2288,Human Resources,office,294678.04
D_2289,Purchasing,office,22236.13
D_2290,Human Resources,store,232602.43
D_2291,Administration,office,291955.69
D_2292,Human Resources,office,167462.31
D_2293,Designing department,office,153368.79
D_2294,Finance,office,202796.43
D_2295,Sales,office,203839.39
D_2296,Human Resources,store,60063.59
D_2297,Marketing,store,28778.13
D_2298,IT,store,463253.42
D_2299,Production,office,214021.37
D_2300,Marketing,store,107435.43
D_2301,Designing department,office,260811.93
D_2302,Human Resources,office,29297.29
D_2303,Marketing,office,99882.9
D_2304,Human Resources,store,156951.64
D_2305,Sales,office,115628.31
D_2306,Administration,store,43134.47
D_2307,Administration,store,338004.51
D_2308,Sales representatives,store,419150.1
D_2309,Designing department,store,98534.19
D_2310,Finance,store,481644.74
D_2311,Accounting,store,135896.44
D_2312,Production,store,201415.66
D_2313,Account department,store,136822.22
D_2314,IT,store,407863.55
D_2315,Finance,store,386071.35
D_2316,Production,store,371952.78
D_2317,Sales,office,205236.5
D_2318,IT,office,65415.7
D_2319,Production,office,485560.9
D_2320,Production,office,377213.29
D_2321,Marketing,office,318824.2
D_2322,Marketing,office,433213.43
D_2323,Finance,store,300375.75
D_2324,IT,store,419015.87
D_2325,Accounting,office,254993.08
D_2326,Marketing,office,457155.15
D_2327,Sales,store,450735.01
D_2328,Account department,office,491913.54
D_2329,Administration,store,184297.27
D_2330,Account department,office,42682.73
D_2331,Designing department,office,409013.2
D_2332,Designing department,office,362319.2
D_2333,Marketing,office,354922.84
D_2334,Purchasing,office,458560.26
D_2335,Sales representatives,office,139031.67
D_2336,IT,office,229044.11
D_2337,Account department,store,127978.66
D_2338,Sales,store,11341.46
D_2339,Production,store,244253.57
D_2340,Finance,store,16157.86
D_2341,Account department,office,92977.22
D_2342,Finance,office,117872.63
D_2343,Accounting,office,24897.82
D_2344,Administration,office,210150.99
D_2345,Sales,office,180797.63
D_2346,Purchasing,office,236210.9
D_2347,Finance,office,455965.11
D_2348,IT,office,380046.22
D_2349,Administration,store,17997.32
D_2350,Sales representatives,office,26111.78
D_2351,Marketing,office,438001.12
D_2352,Sales,office,87593.36
D_2353,Sales representatives,office,444229.76
D_2354,Sales representatives,store,299874.32
D_2355,Human Resources,store,434449.09
D_2356,Purchasing,store,34210.91
D_2357,Human Resources,office,111734.66
D_2358,Production,office,482669.67
D_2359,Human Resources,store,107005.58
D_2360,Accounting,store,316731.4
D_2361,Sales,office,377420.81
D_2362,Sales representatives,store,176325.69
D_2363,Marketing,office,337098.05
D_2364,Human Resources,office,255630.07
D_2365,Accounting,store,465514.47
D_2366,IT,store,367755.66
D_2367,Administration,office,437212.98
D_2368,Sales representatives,store,122686.78
D_2369,Sales representatives,office,481935.13
D_2370,Marketing,store,407128.89
D_2371,Human Resources,store,195062.4
D_2372,Finance,office,173920.02
D_2373,Production,office,441597.44
D_2374,Marketing,store,66976.91
D_2375,Finance,store,111297.19
D_2376,Accounting,office,109502.57
D_2377,Marketing,store,136280.84
D_2378,Sales representatives,office,307663.77
D_2379,Sales representatives,store,262423.09
D_2380,Finance,store,54557.85
D_2381,Designing department,store,397801.26
D_2382,IT,store,78153.17
D_2383,Accounting,store,444533.73
D_2384,Production,office,316053.47
D_2385,Finance,office,421541.88
D_2386,Designing department,store,223389.55
D_2387,Administration,store,127937.29
D_2388,IT,store,316064.58
D_2389,Marketing,office,475139.9
D_2390,Sales representatives,store,275694.15
D_2391,Administration,store,453099.82
D_2392,Sales,office,54814.95
D_2393,Sales representatives,office,281757.21
D_2394,Finance,office,187069.44
D_2395,Production,store,102655.23
D_2396,IT,office,272259.02
D_2397,Human Resources,office,89660.44
D_2398,Accounting,office,114271.01
D_2399,Account department,office,467741.75
D_2400,IT,store,242814.39
D_2401,Marketing,store,43090.38
D_2402,Designing department,office,454714.32
D_2403,Sales,store,151574.19
D_2404,Accounting,office,369465.6
D_2405,Human Resources,store,138104.53
D_2406,Administration,office,161349.59
D_2407,Human Resources,store,136916.22
D_2408,Human Resources,office,380931.62
D_2409,Sales,store,376034.23
D_2410,Finance,office,444222.52
D_2411,Marketing,store,298088.88
D_2412,Account department,store,419229.02
D_2413,Administration,office,237650.14
D_2414,Marketing,office,128424.44
D_2415,Marketing,office,225782.03
D_2416,Administration,office,161751.26
D_2417,Designing department,store,67074.36
D_2418,Sales representatives,store,264801.99
D_2419,Purchasing,office,350569.95
D_2420,Purchasing,store,134064.14
D_2421,Designing department,office,93875.37
D_2422,IT,office,35599.27
D_2423,IT,office,196675.2
D_2424,Sales,store,280399.34
D_2425,Human Resources,store,23694.48
D_2426,Account department,office,367949.4
D_2427,Finance,office,46932.24
D_2428,Account department,office,48500.24
D_2429,Administration,store,35253.31
D_2430,Production,store,116477.92
D_2431,IT,office,126014.85
D_2432,Account department,store,122814.59
D_2433,Administration,store,123923.69
D_2434,Marketing,store,316188.77
D_2435,IT,store,233829.04
D_2436,Human Resources,office,119861.99
D_2437,Marketing,store,140985.54
D_2438,IT,store,233575.79
D_2439,Designing department,office,201860.28
D_2440,Sales,office,252730.28
D_2441,Purchasing,store,279612.17
D_2442,Designing department,office,396092.18
D_2443,Account department,office,198096.07
D_2444,IT,office,427272.1
D_2445,Administration,office,327367.48
D_2446,Finance,store,336024.57
D_2447,IT,store,362380.12
D_2448,Designing department,store,145807.83
D_2449,Production,store,476761.93
D_2450,Human Resources,office,456182.4
D_2451,Sales representatives,store,492441.52
D_2452,Finance,office,211446
D_2453,Account department,store,262593.64
D_2454,Production,office,270471.12
D_2455,Designing department,office,14174.25
D_2456,Accounting,store,280242.47
D_2457,Administration,store,338543.99
D_2458,Sales,office,199918.7
D_2459,Sales representatives,store,64366.69
D_2460,Accounting,store,19718.1
D_2461,IT,office,217488.11
D_2462,Sales representatives,office,183390.96
D_2463,Marketing,store,413113.91
D_2464,Administration,office,411980.28
D_2465,Finance,office,75742.34
D_2466,Designing department,office,184903.38
D_2467,Account department,store,381736.95
D_2468,Accounting,store,124279.82
D_2469,Sales representatives,store,80456.94
D_2470,Account department,store,369088.88
D_2471,Sales,store,51140.78
D_2472,Purchasing,office,451019.63
D_2473,Accounting,store,236479.89
D_2474,Human Resources,office,214008.79
D_2475,Sales representatives,store,194326.5
D_2476,Finance,store,320440.78
D_2477,Production,office,160280.58
D_2478,Marketing,office,250044.58
D_2479,Finance,office,212346.12
D_2480,Purchasing,office,93241.82
D_2481,Sales,office,467565.52
D_2482,Finance,office,404603.52
D_2483,Sales representatives,store,205360.48
D_2484,IT,office,322165.39
D_2485,Administration,store,110101.01
D_2486,Accounting,office,301247.87
D_2487,Administration,store,171999.7
D_2488,IT,office,67295.25
D_2489,Production,office,142631.45
D_2490,Sales,office,150479.07
D_2491,Administration,office,137626.58
D_2492,Designing department,store,232276.93
D_2493,Human Resources,store,349655.89
D_2494,Purchasing,store,222412.82
D_2495,Sales representatives,office,225146.08
D_2496,Human Resources,store,317700.87
D_2497,Accounting,office,373472.32
D_2498,Human Resources,store,384730.44
D_2499,Designing department,store,241850.57
D_2500,IT,store,448647.22
D_2501,Marketing,office,174228.48
D_2502,Designing department,office,292207.15
D_2503,Sales,office,203140.5
D_2504,Sales representatives,store,116703.74
D_2505,Administration,office,272319.97
D_2506,IT,office,24629.85
D_2507,Marketing,office,126615.12
D_2508,Marketing,store,18753.37
D_2509,Finance,office,302470.67
D_2510,Administration,store,462608.84
D_2511,Administration,office,62892.14
D_2512,Accounting,store,60149.5
D_2513,Production,store,153977.47
D_2514,Administration,store,209286.03
D_2515,Sales representatives,store,121009.55
D_2516,Purchasing,store,381069.24
D_2517,IT,office,119942.66
D_2518,Finance,office,172400.67
D_2519,Marketing,office,234518.21
D_2520,Finance,office,442769.49
D_2521,Accounting,office,75054.7
D_2522,Administration,store,367622.18
D_2523,Marketing,office,404959.83
D_2524,IT,store,76754.57
D_2525,Marketing,store,132153.57
D_2526,Finance,store,116161.32
D_2527,IT,store,159527.22
D_2528,Sales representatives,store,281545.95
D_2529,Human Resources,office,432991.94
D_2530,Finance,office,236335.04
D_2531,Human Resources,office,425876.68
D_2532,Human Resources,store,122944.11
D_2533,Human Resources,office,46129.54
D_2534,Account department,store,430451.39
D_2535,Designing department,office,197174.19
D_2536,Production,office,396793.6
D_2537,Accounting,office,162302.28
D_2538,Production,office,413218.94
D_2539,Marketing,office,497531.24
D_2540,Accounting,office,199572.47
D_2541,Sales representatives,office,161784.03
D_2542,Account department,store,251717.67
D_2543,Production,store,140618.1
